"subj","RT","cond","Attractor","Grammaticality","Accuracy","Response","Experiment"
16,0.796575069427,4,"Plural","Ungrammatical",1,0,"Experiment 2"
16,0.931654930115,1,"Singular","Grammatical",1,1,"Experiment 2"
16,0.880309820175,4,"Plural","Ungrammatical",1,0,"Experiment 2"
16,0.830147981644,1,"Singular","Grammatical",1,1,"Experiment 2"
16,0.998211145401,4,"Plural","Ungrammatical",1,0,"Experiment 2"
16,0.913015842438,3,"Singular","Ungrammatical",1,0,"Experiment 2"
16,1.37972187996,3,"Singular","Ungrammatical",1,0,"Experiment 2"
16,1.54731702805,2,"Plural","Grammatical",1,1,"Experiment 2"
16,0.948314189911,3,"Singular","Ungrammatical",1,0,"Experiment 2"
16,1.51433181763,1,"Singular","Grammatical",1,1,"Experiment 2"
16,0.81432390213,3,"Singular","Ungrammatical",1,0,"Experiment 2"
16,1.21467399597,1,"Singular","Grammatical",1,1,"Experiment 2"
16,1.54907488823,4,"Plural","Ungrammatical",0,1,"Experiment 2"
16,1.18053007126,2,"Plural","Grammatical",1,1,"Experiment 2"
16,0.846773147583,3,"Singular","Ungrammatical",1,0,"Experiment 2"
16,1.21600317955,4,"Plural","Ungrammatical",1,0,"Experiment 2"
16,1.04617905617,3,"Singular","Ungrammatical",1,0,"Experiment 2"
16,1.09772610664,1,"Singular","Grammatical",1,1,"Experiment 2"
16,0.947580099106,3,"Singular","Ungrammatical",1,0,"Experiment 2"
16,1.9639840126,1,"Singular","Grammatical",1,1,"Experiment 2"
16,0.847665786743,3,"Singular","Ungrammatical",1,0,"Experiment 2"
16,2.08246302605,3,"Singular","Ungrammatical",1,0,"Experiment 2"
16,1.19832611084,3,"Singular","Ungrammatical",1,0,"Experiment 2"
16,1.16395998001,1,"Singular","Grammatical",1,1,"Experiment 2"
16,1.76515698433,3,"Singular","Ungrammatical",1,0,"Experiment 2"
16,1.46358299255,2,"Plural","Grammatical",1,1,"Experiment 2"
16,1.44808506966,2,"Plural","Grammatical",1,1,"Experiment 2"
16,1.23157501221,4,"Plural","Ungrammatical",1,0,"Experiment 2"
16,1.38102197647,4,"Plural","Ungrammatical",1,0,"Experiment 2"
16,1.79698300362,2,"Plural","Grammatical",1,1,"Experiment 2"
16,1.31394696236,1,"Singular","Grammatical",1,1,"Experiment 2"
16,1.19847798347,2,"Plural","Grammatical",1,1,"Experiment 2"
16,1.28229808807,4,"Plural","Ungrammatical",1,0,"Experiment 2"
16,1.51494503021,4,"Plural","Ungrammatical",1,0,"Experiment 2"
16,0.980266094208,4,"Plural","Ungrammatical",1,0,"Experiment 2"
16,1.11445212364,2,"Plural","Grammatical",1,1,"Experiment 2"
16,0.647265911102,3,"Singular","Ungrammatical",1,0,"Experiment 2"
16,1.24817800522,1,"Singular","Grammatical",1,1,"Experiment 2"
16,0.730532884598,3,"Singular","Ungrammatical",1,0,"Experiment 2"
16,1.13057398796,2,"Plural","Grammatical",1,1,"Experiment 2"
16,0.948052167892,2,"Plural","Grammatical",1,1,"Experiment 2"
16,0.965386867523,4,"Plural","Ungrammatical",1,0,"Experiment 2"
16,1.31482195854,1,"Singular","Grammatical",1,1,"Experiment 2"
16,1.08085608482,2,"Plural","Grammatical",1,1,"Experiment 2"
16,0.712216854095,3,"Singular","Ungrammatical",1,0,"Experiment 2"
16,1.765157938,1,"Singular","Grammatical",1,1,"Experiment 2"
16,1.14745593071,2,"Plural","Grammatical",1,1,"Experiment 2"
16,1.26471304893,4,"Plural","Ungrammatical",0,1,"Experiment 2"
16,1.74757885933,2,"Plural","Grammatical",0,0,"Experiment 2"
16,0.832469940186,1,"Singular","Grammatical",1,1,"Experiment 2"
16,1.68137907982,2,"Plural","Grammatical",1,1,"Experiment 2"
16,1.6148211956,4,"Plural","Ungrammatical",1,0,"Experiment 2"
16,1.21205806732,1,"Singular","Grammatical",1,1,"Experiment 2"
16,0.76419711113,2,"Plural","Grammatical",1,1,"Experiment 2"
16,1.08109402657,1,"Singular","Grammatical",1,1,"Experiment 2"
16,1.41353011131,2,"Plural","Grammatical",1,1,"Experiment 2"
16,1.56572794914,1,"Singular","Grammatical",1,1,"Experiment 2"
16,1.39802885056,3,"Singular","Ungrammatical",1,0,"Experiment 2"
16,1.3807849884,4,"Plural","Ungrammatical",1,0,"Experiment 2"
16,1.11538696289,4,"Plural","Ungrammatical",1,0,"Experiment 2"
18,0.830616950989,2,"Plural","Grammatical",1,1,"Experiment 2"
18,0.597274065018,3,"Singular","Ungrammatical",1,0,"Experiment 2"
18,0.879837989807,2,"Plural","Grammatical",1,1,"Experiment 2"
18,0.680372953415,2,"Plural","Grammatical",1,1,"Experiment 2"
18,0.664139986038,1,"Singular","Grammatical",1,1,"Experiment 2"
18,0.714947938919,3,"Singular","Ungrammatical",1,0,"Experiment 2"
18,0.730814218521,1,"Singular","Grammatical",1,1,"Experiment 2"
18,0.646760940552,1,"Singular","Grammatical",1,1,"Experiment 2"
18,0.6812479496,2,"Plural","Grammatical",1,1,"Experiment 2"
18,0.914093017578,3,"Singular","Ungrammatical",1,0,"Experiment 2"
18,0.580569982529,2,"Plural","Grammatical",1,1,"Experiment 2"
18,0.646687030792,3,"Singular","Ungrammatical",1,0,"Experiment 2"
18,0.580803871155,3,"Singular","Ungrammatical",1,0,"Experiment 2"
18,0.680239915848,3,"Singular","Ungrammatical",1,0,"Experiment 2"
18,0.528643131256,2,"Plural","Grammatical",1,1,"Experiment 2"
18,0.698637008667,3,"Singular","Ungrammatical",1,0,"Experiment 2"
18,0.562901973724,1,"Singular","Grammatical",1,1,"Experiment 2"
18,0.546412944794,4,"Plural","Ungrammatical",1,0,"Experiment 2"
18,0.64776301384,2,"Plural","Grammatical",1,1,"Experiment 2"
18,0.580743074417,2,"Plural","Grammatical",1,1,"Experiment 2"
18,0.614252090454,4,"Plural","Ungrammatical",0,1,"Experiment 2"
18,0.813652038574,3,"Singular","Ungrammatical",1,0,"Experiment 2"
18,0.711736917496,1,"Singular","Grammatical",1,1,"Experiment 2"
18,0.63023686409,3,"Singular","Ungrammatical",1,0,"Experiment 2"
18,0.814733028412,4,"Plural","Ungrammatical",0,1,"Experiment 2"
18,0.597150087357,4,"Plural","Ungrammatical",1,0,"Experiment 2"
18,0.747275114059,3,"Singular","Ungrammatical",1,0,"Experiment 2"
18,0.680822849274,1,"Singular","Grammatical",1,1,"Experiment 2"
18,0.71413397789,4,"Plural","Ungrammatical",0,1,"Experiment 2"
18,0.529376029968,2,"Plural","Grammatical",1,1,"Experiment 2"
18,1.02979683876,2,"Plural","Grammatical",1,1,"Experiment 2"
18,0.580240011215,1,"Singular","Grammatical",1,1,"Experiment 2"
18,0.980394124985,3,"Singular","Ungrammatical",1,0,"Experiment 2"
18,0.614396095276,1,"Singular","Grammatical",1,1,"Experiment 2"
18,0.629759788513,4,"Plural","Ungrammatical",1,0,"Experiment 2"
18,0.597341060638,4,"Plural","Ungrammatical",0,1,"Experiment 2"
18,0.931406974792,2,"Plural","Grammatical",1,1,"Experiment 2"
18,0.812413930893,3,"Singular","Ungrammatical",1,0,"Experiment 2"
18,0.730335950851,1,"Singular","Grammatical",1,1,"Experiment 2"
18,0.66453909874,4,"Plural","Ungrammatical",0,1,"Experiment 2"
18,0.614171981812,1,"Singular","Grammatical",1,1,"Experiment 2"
18,1.01406788826,4,"Plural","Ungrammatical",0,1,"Experiment 2"
18,0.664065122604,4,"Plural","Ungrammatical",0,1,"Experiment 2"
18,0.530025959015,2,"Plural","Grammatical",0,0,"Experiment 2"
18,0.797141075134,3,"Singular","Ungrammatical",1,0,"Experiment 2"
18,0.780535936356,4,"Plural","Ungrammatical",0,1,"Experiment 2"
18,0.697215080261,2,"Plural","Grammatical",1,1,"Experiment 2"
18,0.696957826614,4,"Plural","Ungrammatical",1,0,"Experiment 2"
18,0.847365856171,4,"Plural","Ungrammatical",0,1,"Experiment 2"
18,0.545693874359,1,"Singular","Grammatical",1,1,"Experiment 2"
18,0.630264997482,1,"Singular","Grammatical",1,1,"Experiment 2"
18,0.59695315361,4,"Plural","Ungrammatical",1,0,"Experiment 2"
18,0.797358036041,2,"Plural","Grammatical",1,1,"Experiment 2"
18,0.779866933823,4,"Plural","Ungrammatical",0,1,"Experiment 2"
18,0.613480091095,1,"Singular","Grammatical",1,1,"Experiment 2"
18,0.745134830475,2,"Plural","Grammatical",1,1,"Experiment 2"
18,0.563494920731,1,"Singular","Grammatical",1,1,"Experiment 2"
18,0.58046913147,3,"Singular","Ungrammatical",1,0,"Experiment 2"
18,0.664004802704,1,"Singular","Grammatical",1,1,"Experiment 2"
18,0.6957218647,3,"Singular","Ungrammatical",1,0,"Experiment 2"
2,2.21539092064,3,"Singular","Ungrammatical",1,0,"Experiment 2"
2,1.0480298996,2,"Plural","Grammatical",1,1,"Experiment 2"
2,1.89833307266,4,"Plural","Ungrammatical",1,0,"Experiment 2"
2,1.11392784119,3,"Singular","Ungrammatical",1,0,"Experiment 2"
2,1.04756999016,4,"Plural","Ungrammatical",1,0,"Experiment 2"
2,1.28112912178,4,"Plural","Ungrammatical",0,1,"Experiment 2"
2,1.21407604218,1,"Singular","Grammatical",1,1,"Experiment 2"
2,1.08100390434,2,"Plural","Grammatical",1,1,"Experiment 2"
2,1.49825191498,3,"Singular","Ungrammatical",0,1,"Experiment 2"
2,1.28074097633,4,"Plural","Ungrammatical",1,0,"Experiment 2"
2,1.38147711754,2,"Plural","Grammatical",1,1,"Experiment 2"
2,1.08063817024,2,"Plural","Grammatical",1,1,"Experiment 2"
2,0.930845975876,3,"Singular","Ungrammatical",0,1,"Experiment 2"
2,0.94752907753,2,"Plural","Grammatical",1,1,"Experiment 2"
2,1.3467900753,1,"Singular","Grammatical",1,1,"Experiment 2"
2,1.36435699463,1,"Singular","Grammatical",1,1,"Experiment 2"
2,0.963402032852,2,"Plural","Grammatical",1,1,"Experiment 2"
2,2.14878797531,4,"Plural","Ungrammatical",0,1,"Experiment 2"
2,1.08289504051,4,"Plural","Ungrammatical",0,1,"Experiment 2"
2,0.997722864151,1,"Singular","Grammatical",1,1,"Experiment 2"
2,0.814912080765,1,"Singular","Grammatical",1,1,"Experiment 2"
2,0.88137793541,3,"Singular","Ungrammatical",1,0,"Experiment 2"
2,0.712234020233,3,"Singular","Ungrammatical",0,1,"Experiment 2"
2,0.930615186691,3,"Singular","Ungrammatical",1,0,"Experiment 2"
2,1.18067193031,4,"Plural","Ungrammatical",0,1,"Experiment 2"
2,0.946820020676,3,"Singular","Ungrammatical",0,1,"Experiment 2"
2,0.829134941101,1,"Singular","Grammatical",0,0,"Experiment 2"
2,1.64650797844,4,"Plural","Ungrammatical",0,1,"Experiment 2"
2,0.682644844055,2,"Plural","Grammatical",1,1,"Experiment 2"
2,0.980458974838,2,"Plural","Grammatical",1,1,"Experiment 2"
2,1.19755291939,2,"Plural","Grammatical",1,1,"Experiment 2"
2,0.746996164322,1,"Singular","Grammatical",1,1,"Experiment 2"
2,1.14772391319,3,"Singular","Ungrammatical",1,0,"Experiment 2"
2,1.53127002716,2,"Plural","Grammatical",1,1,"Experiment 2"
2,0.697523117065,1,"Singular","Grammatical",1,1,"Experiment 2"
2,1.18096899986,4,"Plural","Ungrammatical",0,1,"Experiment 2"
2,1.28090810776,1,"Singular","Grammatical",0,0,"Experiment 2"
2,1.53101086617,3,"Singular","Ungrammatical",1,0,"Experiment 2"
2,1.2320868969,1,"Singular","Grammatical",1,1,"Experiment 2"
2,1.29852104187,4,"Plural","Ungrammatical",0,1,"Experiment 2"
2,0.947313070297,2,"Plural","Grammatical",1,1,"Experiment 2"
2,1.0463578701,2,"Plural","Grammatical",1,1,"Experiment 2"
2,0.963636875153,1,"Singular","Grammatical",1,1,"Experiment 2"
2,1.16516089439,4,"Plural","Ungrammatical",0,1,"Experiment 2"
2,0.880270957947,1,"Singular","Grammatical",1,1,"Experiment 2"
2,1.08111786842,4,"Plural","Ungrammatical",0,1,"Experiment 2"
2,1.6142950058,4,"Plural","Ungrammatical",0,1,"Experiment 2"
2,1.1153960228,3,"Singular","Ungrammatical",1,0,"Experiment 2"
2,1.23192000389,4,"Plural","Ungrammatical",0,1,"Experiment 2"
2,0.964167118073,4,"Plural","Ungrammatical",0,1,"Experiment 2"
2,1.89857196808,2,"Plural","Grammatical",1,1,"Experiment 2"
2,2.33244895935,2,"Plural","Grammatical",1,1,"Experiment 2"
2,0.695977926254,2,"Plural","Grammatical",1,1,"Experiment 2"
2,1.23256111145,3,"Singular","Ungrammatical",0,1,"Experiment 2"
2,1.61470293999,3,"Singular","Ungrammatical",0,1,"Experiment 2"
2,1.16450190544,1,"Singular","Grammatical",1,1,"Experiment 2"
2,1.04729509354,3,"Singular","Ungrammatical",1,0,"Experiment 2"
2,2.96658802032,3,"Singular","Ungrammatical",0,1,"Experiment 2"
2,1.37967801094,1,"Singular","Grammatical",1,1,"Experiment 2"
2,0.729490041733,1,"Singular","Grammatical",1,1,"Experiment 2"
20,0.847069978714,2,"Plural","Grammatical",1,1,"Experiment 2"
20,0.930463075638,2,"Plural","Grammatical",1,1,"Experiment 2"
20,0.713716983795,4,"Plural","Ungrammatical",1,0,"Experiment 2"
20,0.693284034729,1,"Singular","Grammatical",1,1,"Experiment 2"
20,0.830555200577,4,"Plural","Ungrammatical",1,0,"Experiment 2"
20,0.862205982208,1,"Singular","Grammatical",1,1,"Experiment 2"
20,0.864161968231,1,"Singular","Grammatical",1,1,"Experiment 2"
20,1.23191785812,4,"Plural","Ungrammatical",1,0,"Experiment 2"
20,1.04754590988,3,"Singular","Ungrammatical",1,0,"Experiment 2"
20,0.946689128876,1,"Singular","Grammatical",1,1,"Experiment 2"
20,0.763309955597,3,"Singular","Ungrammatical",1,0,"Experiment 2"
20,0.565111160278,1,"Singular","Grammatical",0,0,"Experiment 2"
20,0.914262056351,1,"Singular","Grammatical",1,1,"Experiment 2"
20,0.697051048279,2,"Plural","Grammatical",1,1,"Experiment 2"
20,0.829697132111,3,"Singular","Ungrammatical",1,0,"Experiment 2"
20,0.697001934052,4,"Plural","Ungrammatical",1,0,"Experiment 2"
20,0.947247982025,2,"Plural","Grammatical",0,0,"Experiment 2"
20,0.846650123596,4,"Plural","Ungrammatical",1,0,"Experiment 2"
20,0.813226938248,2,"Plural","Grammatical",1,1,"Experiment 2"
20,0.714121103287,4,"Plural","Ungrammatical",1,0,"Experiment 2"
20,0.830393791199,2,"Plural","Grammatical",1,1,"Experiment 2"
20,0.962045907974,1,"Singular","Grammatical",1,1,"Experiment 2"
20,0.730579137802,2,"Plural","Grammatical",1,1,"Experiment 2"
20,0.864012002945,4,"Plural","Ungrammatical",1,0,"Experiment 2"
20,0.947498083115,4,"Plural","Ungrammatical",1,0,"Experiment 2"
20,1.16516208649,3,"Singular","Ungrammatical",1,0,"Experiment 2"
20,0.73063492775,1,"Singular","Grammatical",1,1,"Experiment 2"
20,0.9475710392,2,"Plural","Grammatical",1,1,"Experiment 2"
20,0.84773182869,3,"Singular","Ungrammatical",1,0,"Experiment 2"
20,0.864828109741,3,"Singular","Ungrammatical",1,0,"Experiment 2"
20,0.69751906395,4,"Plural","Ungrammatical",1,0,"Experiment 2"
20,0.831339120865,3,"Singular","Ungrammatical",1,0,"Experiment 2"
20,0.913949966431,1,"Singular","Grammatical",1,1,"Experiment 2"
20,0.830379962921,1,"Singular","Grammatical",1,1,"Experiment 2"
20,1.74846196175,4,"Plural","Ungrammatical",1,0,"Experiment 2"
20,0.898589134216,1,"Singular","Grammatical",1,1,"Experiment 2"
20,0.863765954971,4,"Plural","Ungrammatical",1,0,"Experiment 2"
20,0.864719867706,4,"Plural","Ungrammatical",1,0,"Experiment 2"
20,0.913886070251,2,"Plural","Grammatical",1,1,"Experiment 2"
20,0.797832965851,4,"Plural","Ungrammatical",1,0,"Experiment 2"
20,0.73101401329,4,"Plural","Ungrammatical",1,0,"Experiment 2"
20,0.847609996796,3,"Singular","Ungrammatical",1,0,"Experiment 2"
20,0.69814491272,3,"Singular","Ungrammatical",1,0,"Experiment 2"
20,0.763134002686,2,"Plural","Grammatical",1,1,"Experiment 2"
20,0.997281074524,3,"Singular","Ungrammatical",1,0,"Experiment 2"
20,0.697979927063,2,"Plural","Grammatical",1,1,"Experiment 2"
20,0.898273944855,1,"Singular","Grammatical",1,1,"Experiment 2"
20,0.881296873093,3,"Singular","Ungrammatical",1,0,"Experiment 2"
20,2.09860992432,2,"Plural","Grammatical",1,1,"Experiment 2"
20,1.24721598625,1,"Singular","Grammatical",1,1,"Experiment 2"
20,1.5798830986,2,"Plural","Grammatical",1,1,"Experiment 2"
20,0.831602096558,1,"Singular","Grammatical",1,1,"Experiment 2"
20,0.630798816681,1,"Singular","Grammatical",1,1,"Experiment 2"
20,0.945619106293,3,"Singular","Ungrammatical",1,0,"Experiment 2"
20,1.09707999229,4,"Plural","Ungrammatical",1,0,"Experiment 2"
20,1.26474285126,2,"Plural","Grammatical",0,0,"Experiment 2"
20,0.864066839218,3,"Singular","Ungrammatical",1,0,"Experiment 2"
20,0.78080701828,2,"Plural","Grammatical",1,1,"Experiment 2"
20,0.781033039093,3,"Singular","Ungrammatical",1,0,"Experiment 2"
20,1.34769892693,3,"Singular","Ungrammatical",0,1,"Experiment 2"
21,1.29604506493,3,"Singular","Ungrammatical",0,1,"Experiment 2"
21,1.23025989532,3,"Singular","Ungrammatical",1,0,"Experiment 2"
21,2.03246116638,4,"Plural","Ungrammatical",1,0,"Experiment 2"
21,1.96381807327,3,"Singular","Ungrammatical",1,0,"Experiment 2"
21,1.04693007469,3,"Singular","Ungrammatical",1,0,"Experiment 2"
21,0.897125959396,3,"Singular","Ungrammatical",1,0,"Experiment 2"
21,0.964282989502,1,"Singular","Grammatical",1,1,"Experiment 2"
21,2.34843492508,4,"Plural","Ungrammatical",1,0,"Experiment 2"
21,1.59748315811,1,"Singular","Grammatical",1,1,"Experiment 2"
21,1.0981221199,2,"Plural","Grammatical",0,0,"Experiment 2"
21,1.34838008881,2,"Plural","Grammatical",1,1,"Experiment 2"
21,1.18074703217,4,"Plural","Ungrammatical",1,0,"Experiment 2"
21,1.59746599197,1,"Singular","Grammatical",1,1,"Experiment 2"
21,1.38039016724,2,"Plural","Grammatical",1,1,"Experiment 2"
21,0.745881080627,3,"Singular","Ungrammatical",1,0,"Experiment 2"
21,1.66306591034,2,"Plural","Grammatical",1,1,"Experiment 2"
21,0.931629896164,1,"Singular","Grammatical",1,1,"Experiment 2"
21,1.03050804138,1,"Singular","Grammatical",1,1,"Experiment 2"
21,1.6651301384,4,"Plural","Ungrammatical",0,1,"Experiment 2"
21,0.846174001694,1,"Singular","Grammatical",1,1,"Experiment 2"
21,0.682528018951,4,"Plural","Ungrammatical",1,0,"Experiment 2"
21,1.19781112671,1,"Singular","Grammatical",1,1,"Experiment 2"
21,1.29773902893,4,"Plural","Ungrammatical",1,0,"Experiment 2"
21,0.846956968307,2,"Plural","Grammatical",0,0,"Experiment 2"
21,1.53091096878,4,"Plural","Ungrammatical",1,0,"Experiment 2"
21,1.28230690956,3,"Singular","Ungrammatical",1,0,"Experiment 2"
21,1.56464004517,4,"Plural","Ungrammatical",1,0,"Experiment 2"
21,0.946717977524,3,"Singular","Ungrammatical",1,0,"Experiment 2"
21,1.54738903046,3,"Singular","Ungrammatical",1,0,"Experiment 2"
21,0.579817056656,2,"Plural","Grammatical",0,0,"Experiment 2"
21,1.14731884003,1,"Singular","Grammatical",1,1,"Experiment 2"
21,1.59754514694,3,"Singular","Ungrammatical",1,0,"Experiment 2"
21,1.04827713966,2,"Plural","Grammatical",0,0,"Experiment 2"
21,0.9981341362,2,"Plural","Grammatical",1,1,"Experiment 2"
21,1.03009605408,2,"Plural","Grammatical",1,1,"Experiment 2"
21,0.913414955139,1,"Singular","Grammatical",1,1,"Experiment 2"
21,0.8631939888,1,"Singular","Grammatical",1,1,"Experiment 2"
21,0.863878965378,1,"Singular","Grammatical",0,0,"Experiment 2"
21,1.17994093895,1,"Singular","Grammatical",0,0,"Experiment 2"
21,0.697348833084,1,"Singular","Grammatical",1,1,"Experiment 2"
21,0.915162086487,2,"Plural","Grammatical",1,1,"Experiment 2"
21,1.48167705536,4,"Plural","Ungrammatical",1,0,"Experiment 2"
21,0.914084911346,2,"Plural","Grammatical",0,0,"Experiment 2"
21,0.964699983597,4,"Plural","Ungrammatical",1,0,"Experiment 2"
21,0.797191143036,4,"Plural","Ungrammatical",1,0,"Experiment 2"
21,0.930824995041,4,"Plural","Ungrammatical",1,0,"Experiment 2"
21,0.830698013306,2,"Plural","Grammatical",1,1,"Experiment 2"
21,0.81409907341,1,"Singular","Grammatical",1,1,"Experiment 2"
21,1.399050951,3,"Singular","Ungrammatical",1,0,"Experiment 2"
21,0.814569950104,4,"Plural","Ungrammatical",1,0,"Experiment 2"
21,1.08113408089,3,"Singular","Ungrammatical",1,0,"Experiment 2"
21,0.830173969269,2,"Plural","Grammatical",1,1,"Experiment 2"
21,1.18108415604,3,"Singular","Ungrammatical",1,0,"Experiment 2"
21,0.59804391861,3,"Singular","Ungrammatical",1,0,"Experiment 2"
21,0.580036878586,3,"Singular","Ungrammatical",1,0,"Experiment 2"
21,1.33071899414,4,"Plural","Ungrammatical",0,1,"Experiment 2"
21,0.830351114273,2,"Plural","Grammatical",1,1,"Experiment 2"
21,0.613708972931,4,"Plural","Ungrammatical",1,0,"Experiment 2"
21,0.696563005447,2,"Plural","Grammatical",1,1,"Experiment 2"
21,0.71425485611,1,"Singular","Grammatical",1,1,"Experiment 2"
23,1.29893994331,4,"Plural","Ungrammatical",1,0,"Experiment 2"
23,0.914879083633,3,"Singular","Ungrammatical",1,0,"Experiment 2"
23,1.3142490387,1,"Singular","Grammatical",1,1,"Experiment 2"
23,0.91447687149,4,"Plural","Ungrammatical",1,0,"Experiment 2"
23,2.58003616333,4,"Plural","Ungrammatical",1,0,"Experiment 2"
23,2.29835319519,2,"Plural","Grammatical",0,0,"Experiment 2"
23,1.08096003532,3,"Singular","Ungrammatical",1,0,"Experiment 2"
23,0.881312847137,4,"Plural","Ungrammatical",1,0,"Experiment 2"
23,0.797003984451,2,"Plural","Grammatical",1,1,"Experiment 2"
23,1.16502594948,4,"Plural","Ungrammatical",0,1,"Experiment 2"
23,1.02938199043,1,"Singular","Grammatical",1,1,"Experiment 2"
23,0.947750806808,3,"Singular","Ungrammatical",1,0,"Experiment 2"
23,1.44820308685,3,"Singular","Ungrammatical",1,0,"Experiment 2"
23,0.779588937759,3,"Singular","Ungrammatical",1,0,"Experiment 2"
23,1.07749605179,1,"Singular","Grammatical",1,1,"Experiment 2"
23,1.04663205147,1,"Singular","Grammatical",1,1,"Experiment 2"
23,1.01435089111,4,"Plural","Ungrammatical",1,0,"Experiment 2"
23,1.14726185799,3,"Singular","Ungrammatical",1,0,"Experiment 2"
23,0.864028930664,1,"Singular","Grammatical",1,1,"Experiment 2"
23,1.63106489182,4,"Plural","Ungrammatical",1,0,"Experiment 2"
23,2.51588201523,3,"Singular","Ungrammatical",1,0,"Experiment 2"
23,1.03071403503,1,"Singular","Grammatical",1,1,"Experiment 2"
23,0.812592029572,2,"Plural","Grammatical",1,1,"Experiment 2"
23,0.89742898941,3,"Singular","Ungrammatical",1,0,"Experiment 2"
23,1.99893808365,3,"Singular","Ungrammatical",1,0,"Experiment 2"
23,0.931488990784,3,"Singular","Ungrammatical",1,0,"Experiment 2"
23,1.21457290649,4,"Plural","Ungrammatical",1,0,"Experiment 2"
23,1.69729781151,3,"Singular","Ungrammatical",1,0,"Experiment 2"
23,1.51413702965,1,"Singular","Grammatical",1,1,"Experiment 2"
23,1.06424188614,1,"Singular","Grammatical",1,1,"Experiment 2"
23,1.71589303017,2,"Plural","Grammatical",1,1,"Experiment 2"
23,0.981196880341,1,"Singular","Grammatical",1,1,"Experiment 2"
23,1.31534600258,1,"Singular","Grammatical",1,1,"Experiment 2"
23,1.23067498207,4,"Plural","Ungrammatical",0,1,"Experiment 2"
23,0.863754987717,4,"Plural","Ungrammatical",1,0,"Experiment 2"
23,1.13133597374,1,"Singular","Grammatical",1,1,"Experiment 2"
23,0.745949983597,1,"Singular","Grammatical",1,1,"Experiment 2"
23,1.09771800041,2,"Plural","Grammatical",1,1,"Experiment 2"
23,1.14855885506,4,"Plural","Ungrammatical",1,0,"Experiment 2"
23,1.09812402725,3,"Singular","Ungrammatical",1,0,"Experiment 2"
23,0.665055990219,3,"Singular","Ungrammatical",1,0,"Experiment 2"
23,1.43153119087,2,"Plural","Grammatical",1,1,"Experiment 2"
23,1.1975440979,3,"Singular","Ungrammatical",1,0,"Experiment 2"
23,0.814788103104,3,"Singular","Ungrammatical",1,0,"Experiment 2"
23,1.06282401085,4,"Plural","Ungrammatical",1,0,"Experiment 2"
23,0.846921920776,4,"Plural","Ungrammatical",1,0,"Experiment 2"
23,1.49740099907,2,"Plural","Grammatical",1,1,"Experiment 2"
23,1.09615588188,1,"Singular","Grammatical",1,1,"Experiment 2"
23,0.830557823181,1,"Singular","Grammatical",1,1,"Experiment 2"
23,0.930080890656,2,"Plural","Grammatical",1,1,"Experiment 2"
23,0.712822914124,1,"Singular","Grammatical",1,1,"Experiment 2"
23,0.814172029495,2,"Plural","Grammatical",1,1,"Experiment 2"
23,0.746668100357,2,"Plural","Grammatical",1,1,"Experiment 2"
23,1.58056902885,2,"Plural","Grammatical",0,0,"Experiment 2"
23,1.26425504684,2,"Plural","Grammatical",1,1,"Experiment 2"
23,1.76475596428,2,"Plural","Grammatical",1,1,"Experiment 2"
23,0.931044101715,4,"Plural","Ungrammatical",1,0,"Experiment 2"
23,0.881369829178,4,"Plural","Ungrammatical",1,0,"Experiment 2"
23,1.76472115517,2,"Plural","Grammatical",1,1,"Experiment 2"
3,1.4487850666,4,"Plural","Ungrammatical",0,1,"Experiment 2"
3,1.71524810791,3,"Singular","Ungrammatical",1,0,"Experiment 2"
3,1.21449995041,1,"Singular","Grammatical",1,1,"Experiment 2"
3,2.04707503319,1,"Singular","Grammatical",1,1,"Experiment 2"
3,1.06421399117,3,"Singular","Ungrammatical",1,0,"Experiment 2"
3,1.06365394592,1,"Singular","Grammatical",1,1,"Experiment 2"
3,1.01266503334,3,"Singular","Ungrammatical",1,0,"Experiment 2"
3,1.56334710121,4,"Plural","Ungrammatical",1,0,"Experiment 2"
3,1.06441998482,1,"Singular","Grammatical",1,1,"Experiment 2"
3,1.14826488495,1,"Singular","Grammatical",1,1,"Experiment 2"
3,1.63200807571,4,"Plural","Ungrammatical",1,0,"Experiment 2"
3,1.54886484146,3,"Singular","Ungrammatical",1,0,"Experiment 2"
3,1.02921700478,1,"Singular","Grammatical",1,1,"Experiment 2"
3,1.63027215004,2,"Plural","Grammatical",1,1,"Experiment 2"
3,1.28127193451,3,"Singular","Ungrammatical",1,0,"Experiment 2"
3,0.92920088768,1,"Singular","Grammatical",1,1,"Experiment 2"
3,1.43214297295,4,"Plural","Ungrammatical",1,0,"Experiment 2"
3,0.94765496254,3,"Singular","Ungrammatical",1,0,"Experiment 2"
3,1.0979309082,4,"Plural","Ungrammatical",1,0,"Experiment 2"
3,0.963448047638,2,"Plural","Grammatical",1,1,"Experiment 2"
3,1.34826493263,4,"Plural","Ungrammatical",1,0,"Experiment 2"
3,1.04534292221,2,"Plural","Grammatical",1,1,"Experiment 2"
3,1.39825391769,3,"Singular","Ungrammatical",1,0,"Experiment 2"
3,1.43071007729,1,"Singular","Grammatical",1,1,"Experiment 2"
3,2.06546092033,4,"Plural","Ungrammatical",1,0,"Experiment 2"
3,1.08113598824,3,"Singular","Ungrammatical",1,0,"Experiment 2"
3,1.06465101242,2,"Plural","Grammatical",1,1,"Experiment 2"
3,1.53104114532,4,"Plural","Ungrammatical",1,0,"Experiment 2"
