"subj","item","condition","sentence","rt","Verb","Experiment","Attractor","Grammaticality","Accuracy"
"40",45,1,"The volunteer in the village frequently has",648.458957672,"Auxiliary","Experiment 1","Singular","Grammatical",1
"40",28,4,"The advisor of the students carefully are",1214.74909782,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"40",48,4,"The story about the goats always have",1081.37702942,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"40",20,4,"The map with the creeks always were",981.220960617,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"40",51,3,"The proposal about the park supposedly have",982.756137848,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"40",25,1,"The leader of the riot frequently is",730.981111526,"Auxiliary","Experiment 1","Singular","Grammatical",1
"40",37,1,"The star of the musical always is",931.559085846,"Auxiliary","Experiment 1","Singular","Grammatical",1
"40",16,4,"The student with the backpacks probably were",2332.84878731,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"40",60,4,"The museum with the sculptures always have",1965.56091309,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"40",29,1,"The principal of the school rarely is",915.127038956,"Auxiliary","Experiment 1","Singular","Grammatical",1
"40",12,4,"The check from the stockbrokers always were",1849.53308105,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"40",59,3,"The friend of the nurse frequently have",1098.09303284,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"40",39,3,"The composer of the opera never are",931.385040283,"Auxiliary","Experiment 1","Singular","Ungrammatical",0
"40",49,1,"The lane for the bus apparently has",2533.63394737,"Auxiliary","Experiment 1","Singular","Grammatical",1
"40",26,2,"The light in the hallways unexpectedly is",698.235034943,"Auxiliary","Experiment 1","Plural","Grammatical",1
"40",17,1,"The paycheck for the maid always was",1365.08393288,"Auxiliary","Experiment 1","Singular","Grammatical",1
"40",23,3,"The pamphlet from the agency foolishly are",747.714996338,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"40",21,1,"The record from the singer frequently is",748.135089874,"Auxiliary","Experiment 1","Singular","Grammatical",1
"40",43,3,"The office with the computer still have",1565.26494026,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"40",55,3,"The advertisement for the club always have",1381.66499138,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"40",1,1,"The slogan on the poster really was",1315.05608559,"Auxiliary","Experiment 1","Singular","Grammatical",1
"40",41,1,"The editor of the book hardly has",798.453092575,"Auxiliary","Experiment 1","Singular","Grammatical",1
"40",9,1,"The memo from the accountant usually was",947.959899902,"Auxiliary","Experiment 1","Singular","Grammatical",1
"40",34,2,"The input from the consultants always is",798.578977585,"Auxiliary","Experiment 1","Plural","Grammatical",1
"40",2,2,"The label on the bottles usually was",1432.95788765,"Auxiliary","Experiment 1","Plural","Grammatical",1
"40",44,4,"The demonstrator at the rallies repeatedly have",1431.42700195,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"40",15,3,"The apartment with the leak allegedly was",931.818008423,"Auxiliary","Experiment 1","Singular","Ungrammatical",0
"40",11,3,"The warning from the expert never were",865.032911301,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"40",36,4,"The courier with the messages usually are",1148.83589745,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"40",30,2,"The memo for the executives suddenly is",764.338970184,"Auxiliary","Experiment 1","Plural","Grammatical",1
"40",8,4,"The neighborhood with the museums always were",1332.15403557,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"40",50,2,"The announcement about the games never has",830.87515831,"Auxiliary","Experiment 1","Plural","Grammatical",1
"40",24,4,"The service by the preachers potentially are",1598.47307205,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"40",4,4,"The picture on the postcards frequently were",865.311861038,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"40",56,4,"The helicopter of the executives never have",831.343889236,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"40",57,1,"The contract for the actor rarely has",898.413896561,"Auxiliary","Experiment 1","Singular","Grammatical",1
"40",42,2,"The applicant for the awards supposedly has",1047.95193672,"Auxiliary","Experiment 1","Plural","Grammatical",1
"40",40,4,"The teacher with the certificates frequently are",1966.16292,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"40",31,3,"The soldier by the tank impatiently are",1064.73994255,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"40",33,1,"The actor in the film sometimes is",698.348045349,"Auxiliary","Experiment 1","Singular","Grammatical",1
"40",58,2,"The bill from the accountants always has",447.641134262,"Auxiliary","Experiment 1","Plural","Grammatical",1
"40",10,2,"The letter from the lawyers supposedly was",1531.88109398,"Auxiliary","Experiment 1","Plural","Grammatical",1
"40",5,1,"The problem with the school unfortunately was",630.89799881,"Auxiliary","Experiment 1","Singular","Grammatical",1
"40",13,1,"The door to the office unfortunately was",681.749105453,"Auxiliary","Experiment 1","Singular","Grammatical",1
"40",19,3,"The argument about the bill never were",848.773002625,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"41",21,2,"The record from the singers frequently is",1833.09292793,"Auxiliary","Experiment 1","Plural","Grammatical",1
"41",7,4,"The typo in the books always were",2549.62110519,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"41",31,4,"The soldier by the tanks impatiently are",2366.73212051,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"41",60,1,"The museum with the sculpture always has",999000,"Auxiliary","Experiment 1","Singular","Grammatical",0
"41",56,1,"The helicopter of the executive never has",1999.15909767,"Auxiliary","Experiment 1","Singular","Grammatical",0
"41",44,1,"The demonstrator at the rally repeatedly has",2416.48221016,"Auxiliary","Experiment 1","Singular","Grammatical",1
"41",40,1,"The teacher with the certificate frequently is",1531.88300133,"Auxiliary","Experiment 1","Singular","Grammatical",1
"41",54,3,"The envelope for the application always have",1815.64593315,"Auxiliary","Experiment 1","Singular","Ungrammatical",0
"41",4,1,"The picture on the postcard frequently was",1849.56288338,"Auxiliary","Experiment 1","Singular","Grammatical",1
"41",6,3,"The car near the garage frequently were",1265.09785652,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"41",2,3,"The label on the bottle usually were",1065.10782242,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"41",19,4,"The argument about the bills never were",1115.23890495,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"41",1,2,"The slogan on the posters really was",1281.70800209,"Auxiliary","Experiment 1","Plural","Grammatical",1
"41",47,4,"The dream about the castles frequently have",1431.48112297,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"41",29,2,"The principal of the schools rarely is",1264.90283012,"Auxiliary","Experiment 1","Plural","Grammatical",1
"41",38,3,"The picture of the politician apparently are",832.132101059,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"41",22,3,"The manager of the archive probably are",1115.2510643,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"41",39,4,"The composer of the operas never are",1031.66604042,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"41",50,3,"The announcement about the game never have",1565.38105011,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"41",42,3,"The applicant for the award supposedly have",1231.71710968,"Auxiliary","Experiment 1","Singular","Ungrammatical",0
"41",55,4,"The advertisement for the clubs always have",1365.00096321,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"41",52,1,"The claim by the judge needlessly has",1064.92209435,"Auxiliary","Experiment 1","Singular","Grammatical",1
"41",12,1,"The check from the stockbroker always was",1516.05796814,"Auxiliary","Experiment 1","Singular","Grammatical",1
"41",41,2,"The editor of the books hardly has",1064.13006783,"Auxiliary","Experiment 1","Plural","Grammatical",1
"41",59,4,"The friend of the nurses frequently have",964.828014374,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"41",3,4,"The wall with the advertisements often were",1249.14288521,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"41",32,1,"The office of the accountant apparently is",881.686925888,"Auxiliary","Experiment 1","Singular","Grammatical",1
"41",33,2,"The actor in the films sometimes is",681.097984314,"Auxiliary","Experiment 1","Plural","Grammatical",1
"41",10,3,"The letter from the lawyer supposedly were",1131.88409805,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"41",35,4,"The assistant in the labs rarely are",1565.96302986,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"41",34,3,"The input from the consultant always are",1565.99402428,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"41",25,2,"The leader of the riots frequently is",1098.42514992,"Auxiliary","Experiment 1","Plural","Grammatical",1
"41",8,1,"The neighborhood with the museum always was",1815.85812569,"Auxiliary","Experiment 1","Singular","Grammatical",0
"41",37,2,"The star of the musicals always is",631.927967072,"Auxiliary","Experiment 1","Plural","Grammatical",1
"41",26,3,"The light in the hallway unexpectedly are",1265.14911652,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"41",28,1,"The advisor of the student carefully is",1166.32890701,"Auxiliary","Experiment 1","Singular","Grammatical",1
"41",58,3,"The bill from the accountant always have",1366.08600616,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"41",27,4,"The worker at the factories never are",1248.43502045,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"41",24,1,"The service by the preacher potentially is",1298.78592491,"Auxiliary","Experiment 1","Singular","Grammatical",1
"41",17,2,"The paycheck for the maids always was",1564.8188591,"Auxiliary","Experiment 1","Plural","Grammatical",1
"41",5,2,"The problem with the schools unfortunately was",1248.80003929,"Auxiliary","Experiment 1","Plural","Grammatical",1
"41",11,4,"The warning from the experts never were",1348.56200218,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"41",51,4,"The proposal about the parks supposedly have",1615.17691612,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"41",16,1,"The student with the backpack probably were",1081.22897148,"Auxiliary","Experiment 1","Singular","Grammatical",0
"41",53,2,"The paper from the students clearly has",947.892189026,"Auxiliary","Experiment 1","Plural","Grammatical",1
"41",14,3,"The entrance to the laboratory unexpectedly were",814.546823502,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"41",13,2,"The door to the offices unfortunately was",897.6790905,"Auxiliary","Experiment 1","Plural","Grammatical",0
"41",15,4,"The apartment with the leaks allegedly were",865.017175674,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"41",46,3,"The assistant to the politician sometimes have",1632.25698471,"Auxiliary","Experiment 1","Singular","Ungrammatical",0
"41",43,4,"The office with the computers still have",1332.31115341,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"41",45,2,"The volunteer in the villages frequently has",1049.2670536,"Auxiliary","Experiment 1","Plural","Grammatical",1
"41",48,1,"The story about the goat always has",1199.04494286,"Auxiliary","Experiment 1","Singular","Grammatical",1
"41",49,2,"The lane for the buses apparently has",897.522926331,"Auxiliary","Experiment 1","Plural","Grammatical",1
"41",30,3,"The memo for the executive suddenly are",931.525945663,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"41",18,3,"The paint on the fence often were",782.305002213,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"41",9,2,"The memo from the accountants usually was",2366.37210846,"Auxiliary","Experiment 1","Plural","Grammatical",0
"41",20,1,"The map with the creek always was",1182.20710754,"Auxiliary","Experiment 1","Singular","Grammatical",0
"41",23,4,"The pamphlet from the agencies foolishly are",881.492853165,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"41",57,2,"The contract for the actors rarely has",849.094867706,"Auxiliary","Experiment 1","Plural","Grammatical",1
"41",36,1,"The courier with the message usually is",814.389228821,"Auxiliary","Experiment 1","Singular","Grammatical",1
"42",24,2,"The service by the preachers potentially is",1182.0230484,"Auxiliary","Experiment 1","Plural","Grammatical",1
"42",11,1,"The warning from the expert never was",1014.72401619,"Auxiliary","Experiment 1","Singular","Grammatical",1
"42",58,4,"The bill from the accountants always have",1081.78496361,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"42",59,1,"The friend of the nurse frequently has",1014.94908333,"Auxiliary","Experiment 1","Singular","Grammatical",1
"42",53,3,"The paper from the student clearly have",797.633886337,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"42",9,3,"The memo from the accountant usually were",698.374986649,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"42",34,4,"The input from the consultants always are",1048.30598831,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"42",56,2,"The helicopter of the executives never has",964.655160904,"Auxiliary","Experiment 1","Plural","Grammatical",1
"42",41,3,"The editor of the book hardly have",1148.11491966,"Auxiliary","Experiment 1","Singular","Ungrammatical",0
"42",28,2,"The advisor of the students carefully is",1031.43382072,"Auxiliary","Experiment 1","Plural","Grammatical",0
"42",31,1,"The soldier by the tank impatiently is",715.332984924,"Auxiliary","Experiment 1","Singular","Grammatical",1
"42",33,3,"The actor in the film sometimes are",914.788007736,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"42",38,4,"The picture of the politicians apparently are",1050.06504059,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"42",12,2,"The check from the stockbrokers always was",680.979013443,"Auxiliary","Experiment 1","Plural","Grammatical",1
"42",17,3,"The paycheck for the maid always were",1498.62003326,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"42",4,2,"The picture on the postcards frequently was",1082.63587952,"Auxiliary","Experiment 1","Plural","Grammatical",1
"42",35,1,"The assistant in the lab rarely is",798.439025879,"Auxiliary","Experiment 1","Singular","Grammatical",1
"42",16,2,"The student with the backpacks probably was",848.658084869,"Auxiliary","Experiment 1","Plural","Grammatical",1
"42",50,4,"The announcement about the games never have",1649.86610413,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"42",27,1,"The worker at the factory never is",831.177949905,"Auxiliary","Experiment 1","Singular","Grammatical",1
"42",57,3,"The contract for the actor rarely have",697.723150253,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"42",23,1,"The pamphlet from the agency foolishly is",1098.11806679,"Auxiliary","Experiment 1","Singular","Grammatical",1
"42",8,2,"The neighborhood with the museums always was",1231.46510124,"Auxiliary","Experiment 1","Plural","Grammatical",1
"42",55,1,"The advertisement for the club always has",680.951118469,"Auxiliary","Experiment 1","Singular","Grammatical",1
"42",43,1,"The office with the computer still has",798.346042633,"Auxiliary","Experiment 1","Singular","Grammatical",1
"42",36,2,"The courier with the messages usually is",630.955934525,"Auxiliary","Experiment 1","Plural","Grammatical",1
"42",15,1,"The apartment with the leak allegedly was",798.166036606,"Auxiliary","Experiment 1","Singular","Grammatical",1
"42",14,4,"The entrance to the laboratories unexpectedly were",1014.07003403,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"42",42,4,"The applicant for the awards supposedly have",782.044887543,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"42",51,1,"The proposal about the park supposedly has",881.839036942,"Auxiliary","Experiment 1","Singular","Grammatical",0
"42",37,3,"The star of the musical always are",663.706064224,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"42",2,4,"The label on the bottles usually were",765.454053879,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"42",7,1,"The typo in the book always was",781.105995178,"Auxiliary","Experiment 1","Singular","Grammatical",1
"42",30,4,"The memo for the executives suddenly are",965.139865875,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"42",5,3,"The problem with the school unfortunately were",714.412927628,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"42",48,2,"The story about the goats always has",947.916984558,"Auxiliary","Experiment 1","Plural","Grammatical",1
"42",1,3,"The slogan on the poster really were",630.945920944,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"42",6,4,"The car near the garages frequently were",1198.86207581,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"42",3,1,"The wall with the advertisement often was",799.175024033,"Auxiliary","Experiment 1","Singular","Grammatical",1
"42",22,4,"The manager of the archives probably are",731.863975525,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"42",52,2,"The claim by the judges needlessly has",1049.41105843,"Auxiliary","Experiment 1","Plural","Grammatical",1
"42",45,3,"The volunteer in the village frequently have",964.401960373,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"42",47,1,"The dream about the castle frequently has",731.766939163,"Auxiliary","Experiment 1","Singular","Grammatical",1
"42",39,1,"The composer of the opera never is",1198.12393188,"Auxiliary","Experiment 1","Singular","Grammatical",1
"42",18,4,"The paint on the fences often were",1264.12200928,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"42",40,2,"The teacher with the certificates frequently is",1648.92601967,"Auxiliary","Experiment 1","Plural","Grammatical",1
"42",60,2,"The museum with the sculptures always has",531.68797493,"Auxiliary","Experiment 1","Plural","Grammatical",1
"42",44,2,"The demonstrator at the rallies repeatedly has",998.719930649,"Auxiliary","Experiment 1","Plural","Grammatical",0
"42",26,4,"The light in the hallways unexpectedly are",748.020887375,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"42",20,2,"The map with the creeks always was",897.171974182,"Auxiliary","Experiment 1","Plural","Grammatical",1
"42",46,4,"The assistant to the politicians sometimes have ",1165.37189484,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"42",32,2,"The office of the accountants apparently is",1750.12493134,"Auxiliary","Experiment 1","Plural","Grammatical",1
"42",10,4,"The letter from the lawyers supposedly were",848.022937775,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"42",19,1,"The argument about the bill never was",764.688014984,"Auxiliary","Experiment 1","Singular","Grammatical",1
"42",29,3,"The principal of the school rarely are",1147.63689041,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"42",49,3,"The lane for the bus apparently have",1264.89186287,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"42",54,4,"The envelope for the applications always have",764.308214188,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"42",21,3,"The record from the singer frequently are",748.101949692,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"42",13,3,"The door to the office unfortunately were",1280.80701828,"Auxiliary","Experiment 1","Singular","Ungrammatical",0
"42",25,3,"The leader of the riot frequently are",731.809854507,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"43",57,4,"The contract for the actors rarely have",1666.19992256,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"43",59,2,"The friend of the nurses frequently has",664.66999054,"Auxiliary","Experiment 1","Plural","Grammatical",1
"43",46,1,"The assistant to the politician sometimes has ",864.27283287,"Auxiliary","Experiment 1","Singular","Grammatical",1
"43",16,3,"The student with the backpack probably were",630.843162537,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"43",18,1,"The paint on the fence often was",1932.27410316,"Auxiliary","Experiment 1","Singular","Grammatical",0
"43",19,2,"The argument about the bills never was",731.056928635,"Auxiliary","Experiment 1","Plural","Grammatical",1
"43",7,2,"The typo in the books always was",1031.04186058,"Auxiliary","Experiment 1","Plural","Grammatical",1
"43",17,4,"The paycheck for the maids always were",1916.92900658,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"43",54,1,"The envelope for the application always has",747.283935547,"Auxiliary","Experiment 1","Singular","Grammatical",1
"43",9,4,"The memo from the accountants usually were",965.004920959,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"43",26,1,"The light in the hallway unexpectedly is",1014.74308968,"Auxiliary","Experiment 1","Singular","Grammatical",1
"43",30,1,"The memo for the executive suddenly is",914.708852768,"Auxiliary","Experiment 1","Singular","Grammatical",0
"43",23,2,"The pamphlet from the agencies foolishly is",1281.89492226,"Auxiliary","Experiment 1","Plural","Grammatical",0
"43",50,1,"The announcement about the game never has",1716.07303619,"Auxiliary","Experiment 1","Singular","Grammatical",1
"43",34,1,"The input from the consultant always is",648.185968399,"Auxiliary","Experiment 1","Singular","Grammatical",1
"43",42,1,"The applicant for the award supposedly has",915.297985077,"Auxiliary","Experiment 1","Singular","Grammatical",1
"43",52,3,"The claim by the judge needlessly have",2467.49091148,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"43",33,4,"The actor in the films sometimes are",964.462995529,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"43",28,3,"The advisor of the student carefully are",1866.86706543,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"43",11,2,"The warning from the experts never was",2117.06519127,"Auxiliary","Experiment 1","Plural","Grammatical",0
"43",40,3,"The teacher with the certificate frequently are",915.437936783,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"43",12,3,"The check from the stockbroker always were",1983.19101334,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"43",25,4,"The leader of the riots frequently are",1282.17697144,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"43",20,3,"The map with the creek always were",964.041948318,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"43",58,1,"The bill from the accountant always has",1131.26993179,"Auxiliary","Experiment 1","Singular","Grammatical",1
"43",38,1,"The picture of the politician apparently is",765.079975128,"Auxiliary","Experiment 1","Singular","Grammatical",1
"43",49,4,"The lane for the buses apparently have",747.68280983,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"43",60,3,"The museum with the sculpture always have",999000,"Auxiliary","Experiment 1","Singular","Ungrammatical",0
"43",24,3,"The service by the preacher potentially are",714.27488327,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"43",5,4,"The problem with the schools unfortunately were",1082.80110359,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"43",48,3,"The story about the goat always have",1983.3278656,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"43",43,2,"The office with the computers still has",715.32201767,"Auxiliary","Experiment 1","Plural","Grammatical",1
"43",35,2,"The assistant in the labs rarely is",631.865024567,"Auxiliary","Experiment 1","Plural","Grammatical",1
"43",39,2,"The composer of the operas never is",781.249046326,"Auxiliary","Experiment 1","Plural","Grammatical",1
"43",47,2,"The dream about the castles frequently has",714.637041092,"Auxiliary","Experiment 1","Plural","Grammatical",1
"43",2,1,"The label on the bottle usualy was",648.261785507,"Auxiliary","Experiment 1","Singular","Grammatical",1
"43",56,3,"The helicopter of the executive never have",747.37906456,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"43",22,1,"The manager of the archive probably is",697.554111481,"Auxiliary","Experiment 1","Singular","Grammatical",1
"43",13,4,"The door to the offices unfortunately were",1081.0110569,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"43",4,3,"The picture on the postcard frequently were",1531.8210125,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"43",29,4,"The principal of the schools rarely are",798.052072525,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"43",1,4,"The slogan on the posters really were",697.978019714,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"43",37,4,"The star of the musicals always are",782.016038895,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"43",27,2,"The worker at the factories never is",1299.07989502,"Auxiliary","Experiment 1","Plural","Grammatical",0
"43",45,4,"The volunteer in the villages frequently have",797.447919846,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"43",36,3,"The courier with the message usually are",731.272935867,"Auxiliary","Experiment 1","Singular","Ungrammatical",0
"43",21,4,"The record from the singers frequently are",881.299972534,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"43",10,1,"The letter from the lawyer supposedly was",664.849042892,"Auxiliary","Experiment 1","Singular","Grammatical",1
"43",3,2,"The wall with the advertisements often was",798.667192459,"Auxiliary","Experiment 1","Plural","Grammatical",1
"43",15,2,"The apartment with the leaks allegedly was",1832.6458931,"Auxiliary","Experiment 1","Plural","Grammatical",0
"43",14,1,"The entrance to the laboratory unexpectedly was",1381.80708885,"Auxiliary","Experiment 1","Singular","Grammatical",1
"43",32,3,"The office of the accountant apparently are",2215.85297585,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"43",41,4,"The editor of the books hardly have",763.979911804,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"43",6,1,"The car near the garage frequently was",664.717197418,"Auxiliary","Experiment 1","Singular","Grammatical",1
"43",44,3,"The demonstrator at the rally repeatedly have",713.820934296,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"43",53,4,"The paper from the students clearly have",797.580003738,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"43",51,2,"The proposal about the parks supposedly has",716.111898422,"Auxiliary","Experiment 1","Plural","Grammatical",1
"43",55,2,"The advertisement for the clubs always has",697.895050049,"Auxiliary","Experiment 1","Plural","Grammatical",1
"43",8,3,"The neighborhood with the museum always were",1231.43100739,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"43",31,2,"The soldier by the tanks impatiently is",1916.01991653,"Auxiliary","Experiment 1","Plural","Grammatical",1
"44",31,3,"The soldier by the tank impatiently are",1348.40393066,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"44",20,4,"The map with the creeks always were",1047.88517952,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"44",25,1,"The leader of the riot frequently is",1165.6370163,"Auxiliary","Experiment 1","Singular","Grammatical",1
"44",46,2,"The assistant to the politicians sometimes has ",1315.12999535,"Auxiliary","Experiment 1","Plural","Grammatical",1
"44",57,1,"The contract for the actor rarely has",1381.38413429,"Auxiliary","Experiment 1","Singular","Grammatical",1
"44",13,1,"The door to the office unfortunately was",664.33095932,"Auxiliary","Experiment 1","Singular","Grammatical",1
"44",30,2,"The memo for the executives suddenly is",1015.02895355,"Auxiliary","Experiment 1","Plural","Grammatical",0
"44",17,1,"The paycheck for the maid always was",1331.68792725,"Auxiliary","Experiment 1","Singular","Grammatical",1
"44",48,4,"The story about the goats always have",932.667016983,"Auxiliary","Experiment 1","Plural","Ungrammatical",0
"44",6,2,"The car near the garages frequently was",847.664117813,"Auxiliary","Experiment 1","Plural","Grammatical",1
"44",1,1,"The slogan on the poster really was",999.066114426,"Auxiliary","Experiment 1","Singular","Grammatical",1
"44",29,1,"The principal of the school rarely is",1064.40997124,"Auxiliary","Experiment 1","Singular","Grammatical",1
"44",58,2,"The bill from the accountants always has",2115.63611031,"Auxiliary","Experiment 1","Plural","Grammatical",1
"44",39,3,"The composer of the opera never are",899.394989014,"Auxiliary","Experiment 1","Singular","Ungrammatical",0
"44",38,2,"The picture of the politicians apparently is",1115.01598358,"Auxiliary","Experiment 1","Plural","Grammatical",1
"44",3,3,"The wall with the advertisement often were",1047.41406441,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"44",60,4,"The museum with the sculptures always have",1130.95116615,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"44",4,4,"The picture on the postcards frequently were",831.01606369,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"44",51,3,"The proposal about the park supposedly have",1365.2920723,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"44",16,4,"The student with the backpacks probably were",1882.91883469,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"44",23,3,"The pamphlet from the agency foolishly are",1232.64694214,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"44",22,2,"The manager of the archives probably is",1031.92710876,"Auxiliary","Experiment 1","Plural","Grammatical",1
"44",59,3,"The friend of the nurse frequently have",1114.75300789,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
"44",53,1,"The paper from the student clearly has",1249.14097786,"Auxiliary","Experiment 1","Singular","Grammatical",1
"44",18,2,"The paint on the fences often was",1614.34912682,"Auxiliary","Experiment 1","Plural","Grammatical",1
"44",21,1,"The record from the singer frequently is",931.531906128,"Auxiliary","Experiment 1","Singular","Grammatical",1
"44",10,2,"The letter from the lawyers supposedly was",814.775943756,"Auxiliary","Experiment 1","Plural","Grammatical",1
"44",40,4,"The teacher with the certificates frequently are",2282.7270031,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"44",56,4,"The helicopter of the executives never have",1499.08685684,"Auxiliary","Experiment 1","Plural","Ungrammatical",1
"44",35,3,"The assistant in the lab rarely are",1798.7549305,"Auxiliary","Experiment 1","Singular","Ungrammatical",1
