"subj","item","condition","sentence","rt","Verb","Experiment","Attractor","Grammaticality","Accuracy"
"241",54,2,"The envelope for the applications always rips",999.533891678,"Lexical","Experiment 3","Plural","Grammatical",1
"241",35,3,"The assistant for the lab rarely sleep",1381.96110725,"Lexical","Experiment 3","Singular","Ungrammatical",1
"241",18,2,"The paint on the fences often changes",1414.82901573,"Lexical","Experiment 3","Plural","Grammatical",1
"241",12,4,"The check from the stockbrokers always clear",1047.06978798,"Lexical","Experiment 3","Plural","Ungrammatical",1
"241",11,3,"The warning from the expert never change",1030.7700634,"Lexical","Experiment 3","Singular","Ungrammatical",1
"241",27,3,"The worker at the factory never steal",1682.90400505,"Lexical","Experiment 3","Singular","Ungrammatical",0
"241",1,1,"The slogan on the poster really surprises",1496.33002281,"Lexical","Experiment 3","Singular","Grammatical",1
"241",50,2,"The announcement about the games never plays",1581.38489723,"Lexical","Experiment 3","Plural","Grammatical",0
"241",42,2,"The applicant for the awards supposedly astonishes",1080.49798012,"Lexical","Experiment 3","Plural","Grammatical",1
"241",57,1,"The contract for the actor rarely satisfies",1297.48511314,"Lexical","Experiment 3","Singular","Grammatical",1
"241",15,3,"The apartment with the leak allegedly stink",913.61284256,"Lexical","Experiment 3","Singular","Ungrammatical",1
"241",45,1,"The volunteer in the village frequently dreams",1048.56300354,"Lexical","Experiment 3","Singular","Grammatical",1
"241",17,1,"The paycheck for the maid always arrives",1064.494133,"Lexical","Experiment 3","Singular","Grammatical",1
"241",34,2,"The input from the consultants always interferes",1263.70811462,"Lexical","Experiment 3","Plural","Grammatical",1
"241",6,2,"The car near the garages frequently stalls",1365.47613144,"Lexical","Experiment 3","Plural","Grammatical",1
"241",48,4,"The story about the goats always delight",948.585033417,"Lexical","Experiment 3","Plural","Ungrammatical",1
"241",31,3,"The soldier by the tank impatiently wait",1181.16593361,"Lexical","Experiment 3","Singular","Ungrammatical",1
"241",59,3,"The friend of the nurse frequently visit",1233.09588432,"Lexical","Experiment 3","Singular","Ungrammatical",1
"241",40,4,"The teacher with the certificates frequently rant",1615.48805237,"Lexical","Experiment 3","Plural","Ungrammatical",1
"241",22,2,"The manager of the archives probably remembers",896.505832672,"Lexical","Experiment 3","Plural","Grammatical",1
"241",49,1,"The lane for the bus apparently helps",1280.63106537,"Lexical","Experiment 3","Singular","Grammatical",1
"241",58,2,"The bill from the accountants always arrives",814.387083054,"Lexical","Experiment 3","Plural","Grammatical",1
"241",37,1,"The star of the musical always sings",1131.44516945,"Lexical","Experiment 3","Singular","Grammatical",1
"241",43,3,"The office with the computer still smell",1048.3880043,"Lexical","Experiment 3","Singular","Ungrammatical",1
"241",8,4,"The neighborhood with the museums always recover",1148.94199371,"Lexical","Experiment 3","Plural","Ungrammatical",1
"241",3,3,"The wall with the advertisement often change",1414.47806358,"Lexical","Experiment 3","Singular","Ungrammatical",1
"241",21,1,"The record from the singer frequently plays",879.894018173,"Lexical","Experiment 3","Singular","Grammatical",1
"241",32,4,"The office of the accountants apparently stink",1330.79099655,"Lexical","Experiment 3","Plural","Ungrammatical",0
"241",30,2,"The memo for the executives suddenly ends",1482.42902756,"Lexical","Experiment 3","Plural","Grammatical",1
"241",33,1,"The actor in the film sometimes cries",814.500808716,"Lexical","Experiment 3","Singular","Grammatical",1
"241",25,1,"The leader of the riot frequently resists",764.564990997,"Lexical","Experiment 3","Singular","Grammatical",1
"241",20,4,"The map of the creeks always confuse",1397.29690552,"Lexical","Experiment 3","Plural","Ungrammatical",0
"241",53,1,"The paper from the student clearly succeeds",1112.98203468,"Lexical","Experiment 3","Singular","Grammatical",1
"241",46,2,"The assistant to the politicians sometimes interjects",980.051994324,"Lexical","Experiment 3","Plural","Grammatical",1
"241",28,4,"The advisor of the students carefully read",898.729085922,"Lexical","Experiment 3","Plural","Ungrammatical",1
"241",19,3,"The argument about the bill never end",865.216970444,"Lexical","Experiment 3","Singular","Ungrammatical",1
"241",55,3,"The advertisement for the club always work",1013.68379593,"Lexical","Experiment 3","Singular","Ungrammatical",1
"241",26,2,"The light in the hallways unexpectedly changes",863.131999969,"Lexical","Experiment 3","Plural","Grammatical",1
"241",9,1,"The memo from the accountant usually bores",897.46594429,"Lexical","Experiment 3","Singular","Grammatical",1
"241",4,4,"The picture on the postcards frequently amaze",1347.75185585,"Lexical","Experiment 3","Plural","Ungrammatical",0
"241",29,1,"The principal of the school rarely snaps",847.800970078,"Lexical","Experiment 3","Singular","Grammatical",1
"241",39,3,"The composer of the opera never speak",779.946088791,"Lexical","Experiment 3","Singular","Ungrammatical",1
"241",56,4,"The helicopter of the executives never crash",1014.22190666,"Lexical","Experiment 3","Plural","Ungrammatical",1
"241",23,3,"The pamphlet from the agency foolishly plagiarize",928.420066833,"Lexical","Experiment 3","Singular","Ungrammatical",1
"242",26,3,"The light in the hallway unexpectedly change",1297.99222946,"Lexical","Experiment 3","Singular","Ungrammatical",1
"242",14,3,"The entrance to the laboratory unexpectedly close",2065.25301933,"Lexical","Experiment 3","Singular","Ungrammatical",1
"242",20,1,"The map of the creek always confuses",2515.59782028,"Lexical","Experiment 3","Singular","Grammatical",0
"242",8,1,"The neighborhood with the museum always recovers",1965.08193016,"Lexical","Experiment 3","Singular","Grammatical",1
"242",32,1,"The office of the accountant apparently stinks",1629.83012199,"Lexical","Experiment 3","Singular","Grammatical",1
"242",36,1,"The courier with the message usually runs",2782.22489357,"Lexical","Experiment 3","Singular","Grammatical",0
"242",33,2,"The actor in the films sometimes cries",1980.97395897,"Lexical","Experiment 3","Plural","Grammatical",1
"242",50,3,"The announcement about the game never play",2064.9728775,"Lexical","Experiment 3","Singular","Ungrammatical",1
"242",49,2,"The lane for the buses apparently helps",1648.38480949,"Lexical","Experiment 3","Plural","Grammatical",1
"242",9,2,"The memo from the accountants usually bores",2615.3151989,"Lexical","Experiment 3","Plural","Grammatical",1
"242",17,2,"The paycheck for the maids always arrives",1931.7278862,"Lexical","Experiment 3","Plural","Grammatical",0
"242",51,4,"The proposal about the parks supposedly work",1114.95804787,"Lexical","Experiment 3","Plural","Ungrammatical",1
"242",37,2,"The star of the musicals always sings",2916.08715057,"Lexical","Experiment 3","Plural","Grammatical",1
"242",24,1,"The service by the preacher potentially helps",2417.03605652,"Lexical","Experiment 3","Singular","Grammatical",1
"242",3,4,"The wall with the advertisements often change",1548.49600792,"Lexical","Experiment 3","Plural","Ungrammatical",1
"242",44,1,"The demonstrator at the rally repeatedly yells",999000,"Lexical","Experiment 3","Singular","Grammatical",0
"242",52,1,"The claim by the judge needlessly provokes",2648.83494377,"Lexical","Experiment 3","Singular","Grammatical",1
"242",46,3,"The assistant to the politician sometimes interject",1563.20500374,"Lexical","Experiment 3","Singular","Ungrammatical",1
"242",35,4,"The assistant for the labs rarely sleep",1198.49491119,"Lexical","Experiment 3","Plural","Ungrammatical",1
"242",23,4,"The pamphlet from the agencies foolishly plagiarize",2847.65315056,"Lexical","Experiment 3","Plural","Ungrammatical",1
"242",22,3,"The manager of the archive probably remember",2196.90895081,"Lexical","Experiment 3","Singular","Ungrammatical",0
"242",34,3,"The input from the consultant always interfere",1214.53714371,"Lexical","Experiment 3","Singular","Ungrammatical",1
"242",42,3,"The applicant for the award supposedly astonish",1816.15209579,"Lexical","Experiment 3","Singular","Ungrammatical",0
"242",55,4,"The advertisement for the clubs always work",2882.26795197,"Lexical","Experiment 3","Plural","Ungrammatical",1
"242",15,4,"The apartment with the leaks allegedly stink",2031.82196617,"Lexical","Experiment 3","Plural","Ungrammatical",1
"242",11,4,"The warning from the experts never change",1698.54617119,"Lexical","Experiment 3","Plural","Ungrammatical",0
"242",5,2,"The problem with the schools unfortunately remains",2566.53904915,"Lexical","Experiment 3","Plural","Grammatical",1
"242",28,1,"The advisor of the student carefully reads",1949.58400726,"Lexical","Experiment 3","Singular","Grammatical",1
"242",31,4,"The soldier by the tanks impatiently wait",999000,"Lexical","Experiment 3","Plural","Ungrammatical",0
"242",27,4,"The worker at the factories never steal",1214.7538662,"Lexical","Experiment 3","Plural","Ungrammatical",0
"242",6,3,"The car near the garage frequently stall",1065.05203247,"Lexical","Experiment 3","Singular","Ungrammatical",1
"242",18,3,"The paint on the fence often change",2282.69886971,"Lexical","Experiment 3","Singular","Ungrammatical",1
"242",21,2,"The record from the singers frequently plays",2247.61009216,"Lexical","Experiment 3","Plural","Grammatical",1
"242",57,2,"The contract for the actors rarely satisfies",1681.9832325,"Lexical","Experiment 3","Plural","Grammatical",1
"242",2,3,"The label on the bottle usually rip",2617.06590652,"Lexical","Experiment 3","Singular","Ungrammatical",1
"242",48,1,"The story about the goat always delights",2565.38891792,"Lexical","Experiment 3","Singular","Grammatical",1
"242",40,1,"The teacher with the certificate frequently rants",1564.26906586,"Lexical","Experiment 3","Singular","Grammatical",1
"242",59,4,"The friend of the nurses frequently visit",999000,"Lexical","Experiment 3","Plural","Ungrammatical",0
"242",16,1,"The student with the backpack probably studies",1230.91411591,"Lexical","Experiment 3","Singular","Grammatical",1
"242",13,2,"The door to the offices unfortunately sticks",1614.33696747,"Lexical","Experiment 3","Plural","Grammatical",1
"242",60,1,"The museum with the sculpture always amazes",999000,"Lexical","Experiment 3","Singular","Grammatical",0
"242",12,1,"The check from the stockbroker always clears",2999.40800667,"Lexical","Experiment 3","Singular","Grammatical",0
"242",39,4,"The composer of the operas never speak",2899.56092834,"Lexical","Experiment 3","Plural","Ungrammatical",0
"242",10,3,"The letter from the lawyer supposedly intimidate",1497.89905548,"Lexical","Experiment 3","Singular","Ungrammatical",1
"242",25,2,"The leader of the riots frequently resists",1848.46615791,"Lexical","Experiment 3","Plural","Grammatical",1
"242",41,2,"The editor of the books hardly works",2431.5199852,"Lexical","Experiment 3","Plural","Grammatical",1
"242",56,1,"The helicopter of the executive never crashes",1464.79701996,"Lexical","Experiment 3","Singular","Grammatical",1
"242",53,2,"The paper from the students clearly succeeds",1263.01503181,"Lexical","Experiment 3","Plural","Grammatical",1
"242",45,2,"The volunteer in the villages frequently dreams",1781.11982346,"Lexical","Experiment 3","Plural","Grammatical",1
"242",54,3,"The envelope for the application always rip",999000,"Lexical","Experiment 3","Singular","Ungrammatical",0
"242",7,4,"The typo in the books always confuse",2915.13204575,"Lexical","Experiment 3","Plural","Ungrammatical",0
"242",58,3,"The bill from the accountant always arrive",2149.14488792,"Lexical","Experiment 3","Singular","Ungrammatical",0
"242",4,1,"The picture on the postcard frequently amazes",1247.35116959,"Lexical","Experiment 3","Singular","Grammatical",1
"242",29,2,"The principal of the schools rarely snaps",2516.13688469,"Lexical","Experiment 3","Plural","Grammatical",1
"242",38,3,"The picture of the politician apparently offend",597.924947739,"Lexical","Experiment 3","Singular","Ungrammatical",1
"242",30,3,"The memo for the executive suddenly end",1331.5179348,"Lexical","Experiment 3","Singular","Ungrammatical",0
"242",19,4,"The argument about the bills never end",1632.1349144,"Lexical","Experiment 3","Plural","Ungrammatical",0
"242",43,4,"The office with the computers still smell",2298.95186424,"Lexical","Experiment 3","Plural","Ungrammatical",1
"242",1,2,"The slogan on the posters really surprises",1079.11300659,"Lexical","Experiment 3","Plural","Grammatical",0
"242",47,4,"The dream about the castles frequently repeat",2999.8459816,"Lexical","Experiment 3","Plural","Ungrammatical",1
"243",44,2,"The demonstrator at the rallies repeatedly yells",1081.04896545,"Lexical","Experiment 3","Plural","Grammatical",0
"243",57,3,"The contract for the actor rarely satisfy",813.279867172,"Lexical","Experiment 3","Singular","Ungrammatical",1
"243",12,2,"The check from the stockbrokers always clears",1097.37491608,"Lexical","Experiment 3","Plural","Grammatical",1
"243",10,4,"The letter from the lawyers supposedly intimidate",1213.78302574,"Lexical","Experiment 3","Plural","Ungrammatical",1
"243",38,4,"The picture of the politicians apparently offend",1414.7939682,"Lexical","Experiment 3","Plural","Ungrammatical",0
"243",23,1,"The pamphlet from the agency foolishly plagiarizes",1395.7259655,"Lexical","Experiment 3","Singular","Grammatical",1
"243",33,3,"The actor in the film sometimes cry",714.251041412,"Lexical","Experiment 3","Singular","Ungrammatical",1
"243",17,3,"The paycheck for the maid always arrive",1014.56689835,"Lexical","Experiment 3","Singular","Ungrammatical",1
"243",21,3,"The record from the singer frequently play",764.725208282,"Lexical","Experiment 3","Singular","Ungrammatical",1
"243",31,1,"The soldier by the tank impatiently waits",764.117956161,"Lexical","Experiment 3","Singular","Grammatical",1
"243",34,4,"The input from the consultants always interfere",914.748907089,"Lexical","Experiment 3","Plural","Ungrammatical",1
"243",20,2,"The map of the creeks always confuses",1730.93891144,"Lexical","Experiment 3","Plural","Grammatical",1
"243",24,2,"The service by the preachers potentially helps",1932.83009529,"Lexical","Experiment 3","Plural","Grammatical",0
"243",35,1,"The assistant for the lab rarely sleeps",998.21305275,"Lexical","Experiment 3","Singular","Grammatical",1
"243",59,1,"The friend of the nurse frequently visits",1397.71199226,"Lexical","Experiment 3","Singular","Grammatical",1
"243",51,1,"The proposal about the park supposedly works",1080.13987541,"Lexical","Experiment 3","Singular","Grammatical",0
"243",58,4,"The bill from the accountants always arrive",1982.46908188,"Lexical","Experiment 3","Plural","Ungrammatical",0
"243",26,4,"The light in the hallways unexpectedly change",1481.10795021,"Lexical","Experiment 3","Plural","Ungrammatical",1
"243",13,3,"The door to the office unfortunately stick",831.37011528,"Lexical","Experiment 3","Singular","Ungrammatical",1
"243",25,3,"The leader of the riot frequently resist",846.868991852,"Lexical","Experiment 3","Singular","Ungrammatical",1
"243",4,2,"The picture on the postcards frequently amazes",1029.62994576,"Lexical","Experiment 3","Plural","Grammatical",1
"243",11,1,"The warning from the expert never changes",1731.98199272,"Lexical","Experiment 3","Singular","Grammatical",1
"243",5,3,"The problem with the school unfortunately remain",1315.11306763,"Lexical","Experiment 3","Singular","Ungrammatical",1
"243",49,3,"The lane for the bus apparently help",798.249006271,"Lexical","Experiment 3","Singular","Ungrammatical",1
"243",27,1,"The worker at the factory never steals",1048.35796356,"Lexical","Experiment 3","Singular","Grammatical",1
"243",36,2,"The courier with the messages usually runs",1797.61004448,"Lexical","Experiment 3","Plural","Grammatical",0
"243",18,4,"The paint on the fences often change",1013.71884346,"Lexical","Experiment 3","Plural","Ungrammatical",1
"243",43,1,"The office with the computer still smells",1198.33087921,"Lexical","Experiment 3","Singular","Grammatical",1
"243",32,2,"The office of the accountants apparently stinks",879.776000977,"Lexical","Experiment 3","Plural","Grammatical",1
"243",14,4,"The entrance to the laboratories unexpectedly close",1048.01082611,"Lexical","Experiment 3","Plural","Ungrammatical",1
"243",39,1,"The composer of the opera never speaks",1681.08797073,"Lexical","Experiment 3","Singular","Grammatical",1
"243",2,4,"The label on the bottles usually rip",1232.86795616,"Lexical","Experiment 3","Plural","Ungrammatical",0
"243",47,1,"The dream about the castle frequently repeats",1180.58204651,"Lexical","Experiment 3","Singular","Grammatical",1
"243",3,1,"The wall with the advertisement often changes",1682.86705017,"Lexical","Experiment 3","Singular","Grammatical",1
"243",7,1,"The typo in the book always confuses",1846.14109993,"Lexical","Experiment 3","Singular","Grammatical",0
"243",6,4,"The car near the garages frequently stall",931.354045868,"Lexical","Experiment 3","Plural","Ungrammatical",0
"243",8,2,"The neighborhood with the museums always recovers",1796.58198357,"Lexical","Experiment 3","Plural","Grammatical",0
"243",30,4,"The memo for the executives suddenly end",1382.11798668,"Lexical","Experiment 3","Plural","Ungrammatical",1
"243",19,1,"The argument about the bill never ends",981.328964233,"Lexical","Experiment 3","Singular","Grammatical",1
"243",9,3,"The memo from the accountant usually bore",1815.00792503,"Lexical","Experiment 3","Singular","Ungrammatical",1
"243",53,3,"The paper from the student clearly succeed",847.643136978,"Lexical","Experiment 3","Singular","Ungrammatical",1
"243",29,3,"The principal of the school rarely snap",664.973020554,"Lexical","Experiment 3","Singular","Ungrammatical",1
"243",41,3,"The editor of the book hardly work",762.963056564,"Lexical","Experiment 3","Singular","Ungrammatical",1
"243",40,2,"The teacher with the certificates frequently rants",1548.1159687,"Lexical","Experiment 3","Plural","Grammatical",1
"243",37,3,"The star of the musical always sing",1298.2749939,"Lexical","Experiment 3","Singular","Ungrammatical",1
"243",1,3,"The slogan on the poster really surprise",795.691013336,"Lexical","Experiment 3","Singular","Ungrammatical",1
"243",52,2,"The claim by the judges needlessly provokes",2097.71084785,"Lexical","Experiment 3","Plural","Grammatical",1
"243",16,2,"The student with the backpacks probably studies",1313.34900856,"Lexical","Experiment 3","Plural","Grammatical",0
"243",46,4,"The assistant to the politicians sometimes interject",1780.46393394,"Lexical","Experiment 3","Plural","Ungrammatical",0
"243",48,2,"The story about the goats always delights",1014.18995857,"Lexical","Experiment 3","Plural","Grammatical",1
"243",54,4,"The envelope for the applications always rip",1147.97592163,"Lexical","Experiment 3","Plural","Ungrammatical",1
"243",55,1,"The advertisement for the club always works",914.996862411,"Lexical","Experiment 3","Singular","Grammatical",1
"243",45,3,"The volunteer in the village frequently dream",1548.53081703,"Lexical","Experiment 3","Singular","Ungrammatical",1
"243",50,4,"The announcement about the games never play",1031.15987778,"Lexical","Experiment 3","Plural","Ungrammatical",1
"243",15,1,"The apartment with the leak allegedly stinks",999000,"Lexical","Experiment 3","Singular","Grammatical",0
"243",56,2,"The helicopter of the executives never crashes",764.414072037,"Lexical","Experiment 3","Plural","Grammatical",1
"243",42,4,"The applicant for the awards supposedly astonish",863.689184189,"Lexical","Experiment 3","Plural","Ungrammatical",1
"243",22,4,"The manager of the archives probably remember",812.576055527,"Lexical","Experiment 3","Plural","Ungrammatical",1
"243",60,2,"The museum with the sculptures always amazes",760.358095169,"Lexical","Experiment 3","Plural","Grammatical",1
"243",28,2,"The advisor of the students carefully reads",1063.2019043,"Lexical","Experiment 3","Plural","Grammatical",1
"245",34,2,"The input from the consultants always interferes",2431.69093132,"Lexical","Experiment 3","Plural","Grammatical",1
"245",50,2,"The announcement about the games never plays",1581.42399788,"Lexical","Experiment 3","Plural","Grammatical",0
"245",29,1,"The principal of the school rarely snaps",1331.61211014,"Lexical","Experiment 3","Singular","Grammatical",1
"245",12,4,"The check from the stockbrokers always clear",1048.23899269,"Lexical","Experiment 3","Plural","Ungrammatical",1
"245",45,1,"The volunteer in the village frequently dreams",1948.83704185,"Lexical","Experiment 3","Singular","Grammatical",1
"245",41,1,"The editor of the book hardly works",1564.24593925,"Lexical","Experiment 3","Singular","Grammatical",1
"245",44,4,"The demonstrator at the rallies repeatedly yell",1064.27621841,"Lexical","Experiment 3","Plural","Ungrammatical",1
"245",38,2,"The picture of the politicians apparently offends",1047.6360321,"Lexical","Experiment 3","Plural","Grammatical",0
"245",58,2,"The bill from the accountants always arrives",2749.29594994,"Lexical","Experiment 3","Plural","Grammatical",1
"245",47,3,"The dream about the castle frequently repeat",797.575950623,"Lexical","Experiment 3","Singular","Ungrammatical",1
"245",37,1,"The star of the musical always sings",1215.93999863,"Lexical","Experiment 3","Singular","Grammatical",1
"245",14,2,"The entrance to the laboratories unexpectedly closes",1348.39296341,"Lexical","Experiment 3","Plural","Grammatical",1
"245",30,2,"The memo for the executives suddenly ends",1431.85806274,"Lexical","Experiment 3","Plural","Grammatical",0
"245",6,2,"The car near the garages frequently stalls",1714.48302269,"Lexical","Experiment 3","Plural","Grammatical",1
"245",49,1,"The lane for the bus apparently helps",1649.85513687,"Lexical","Experiment 3","Singular","Grammatical",1
"245",21,1,"The record from the singer frequently plays",1697.74508476,"Lexical","Experiment 3","Singular","Grammatical",1
"245",5,1,"The problem with the school unfortunately remains",1448.26483727,"Lexical","Experiment 3","Singular","Grammatical",1
"245",60,4,"The museum with the sculptures always amaze",929.55994606,"Lexical","Experiment 3","Plural","Ungrammatical",1
"245",48,4,"The story about the goats always delight",798.331022263,"Lexical","Experiment 3","Plural","Ungrammatical",1
"245",54,2,"The envelope for the applications always rips",1066.22385979,"Lexical","Experiment 3","Plural","Grammatical",1
"245",35,3,"The assistant for the lab rarely sleep",796.895980835,"Lexical","Experiment 3","Singular","Ungrammatical",1
"245",57,1,"The contract for the actor rarely satisfies",1597.98884392,"Lexical","Experiment 3","Singular","Grammatical",1
"245",4,4,"The picture on the postcards frequently amaze",880.369901657,"Lexical","Experiment 3","Plural","Ungrammatical",1
"245",59,3,"The friend of the nurse frequently visit",964.518070221,"Lexical","Experiment 3","Singular","Ungrammatical",1
"245",42,2,"The applicant for the awards supposedly astonishes",1731.73189163,"Lexical","Experiment 3","Plural","Grammatical",0
"245",53,1,"The paper from the student clearly succeeds",2281.40997887,"Lexical","Experiment 3","Singular","Grammatical",0
"245",2,2,"The label on the bottles usually rips",1164.31283951,"Lexical","Experiment 3","Plural","Grammatical",1
"245",8,4,"The neighborhood with the museums always recover",746.632099152,"Lexical","Experiment 3","Plural","Ungrammatical",1
"245",33,1,"The actor in the film sometimes cries",830.544948578,"Lexical","Experiment 3","Singular","Grammatical",1
"245",46,2,"The assistant to the politicians sometimes interjects",1478.75714302,"Lexical","Experiment 3","Plural","Grammatical",1
"245",32,4,"The office of the accountants apparently stink",829.447984695,"Lexical","Experiment 3","Plural","Ungrammatical",1
"245",11,3,"The warning from the expert never change",1114.18509483,"Lexical","Experiment 3","Singular","Ungrammatical",1
"245",52,4,"The claim by the judges needlessly provoke",930.768013,"Lexical","Experiment 3","Plural","Ungrammatical",1
"245",3,3,"The wall with the advertisement often change",847.501993179,"Lexical","Experiment 3","Singular","Ungrammatical",1
"245",18,2,"The paint on the fences often changes",998.631954193,"Lexical","Experiment 3","Plural","Grammatical",1
"245",1,1,"The slogan on the poster really surprises",2264.90616798,"Lexical","Experiment 3","Singular","Grammatical",0
"245",26,2,"The light in the hallways unexpectedly changes",1364.7480011,"Lexical","Experiment 3","Plural","Grammatical",1
"245",39,3,"The composer of the opera never speak",847.234010696,"Lexical","Experiment 3","Singular","Ungrammatical",1
"245",23,3,"The pamphlet from the agency foolishly plagiarize",1295.68600655,"Lexical","Experiment 3","Singular","Ungrammatical",1
"245",22,2,"The manager of the archives probably remembers",1514.19997215,"Lexical","Experiment 3","Plural","Grammatical",1
"245",55,3,"The advertisement for the club always work",880.687952042,"Lexical","Experiment 3","Singular","Ungrammatical",1
"245",17,1,"The paycheck for the maid always arrives",1364.54796791,"Lexical","Experiment 3","Singular","Grammatical",1
"245",16,4,"The student with the backpacks probably study",1898.28109741,"Lexical","Experiment 3","Plural","Ungrammatical",0
"245",27,3,"The worker at the factory never steal",982.19203949,"Lexical","Experiment 3","Singular","Ungrammatical",1
"245",43,3,"The office with the computer still smell",814.429998398,"Lexical","Experiment 3","Singular","Ungrammatical",1
"245",24,4,"The service by the preachers potentially help",1915.58790207,"Lexical","Experiment 3","Plural","Ungrammatical",1
"245",7,3,"The typo in the book always confuse",1563.5099411,"Lexical","Experiment 3","Singular","Ungrammatical",1
"245",36,4,"The courier with the messages usually run",1614.3989563,"Lexical","Experiment 3","Plural","Ungrammatical",1
"245",9,1,"The memo from the accountant usually bores",1265.65408707,"Lexical","Experiment 3","Singular","Grammatical",1
"245",20,4,"The map of the creeks always confuse",813.02189827,"Lexical","Experiment 3","Plural","Ungrammatical",1
"245",40,4,"The teacher with the certificates frequently rant",1114.30501938,"Lexical","Experiment 3","Plural","Ungrammatical",1
"245",10,2,"The letter from the lawyers supposedly intimidates",1332.23581314,"Lexical","Experiment 3","Plural","Grammatical",0
"245",13,1,"The door to the office unfortunately sticks",1580.1410675,"Lexical","Experiment 3","Singular","Grammatical",1
"245",31,3,"The soldier by the tank impatiently wait",765.913009644,"Lexical","Experiment 3","Singular","Ungrammatical",1
"245",56,4,"The helicopter of the executives never crash",681.525945663,"Lexical","Experiment 3","Plural","Ungrammatical",1
"245",19,3,"The argument about the bill never end",864.623069763,"Lexical","Experiment 3","Singular","Ungrammatical",1
"245",15,3,"The apartment with the leak allegedly stink",930.272102356,"Lexical","Experiment 3","Singular","Ungrammatical",1
"245",25,1,"The leader of the riot frequently resists",1415.2610302,"Lexical","Experiment 3","Singular","Grammatical",1
"245",28,4,"The advisor of the students carefully read",2850.47912598,"Lexical","Experiment 3","Plural","Ungrammatical",0
"245",51,3,"The proposal about the park supposedly work",646.192073822,"Lexical","Experiment 3","Singular","Ungrammatical",1
"248",42,1,"The applicant for the award supposedly astonishes",1097.40805626,"Lexical","Experiment 3","Singular","Grammatical",0
"248",53,4,"The paper from the students clearly succeed",1030.32684326,"Lexical","Experiment 3","Plural","Ungrammatical",1
"248",3,2,"The wall with the advertisements often changes",1331.56490326,"Lexical","Experiment 3","Plural","Grammatical",0
"248",46,1,"The assistant to the politician sometimes interjects",1428.45010757,"Lexical","Experiment 3","Singular","Grammatical",1
"248",7,2,"The typo in the books always confuses",362.430095673,"Lexical","Experiment 3","Plural","Grammatical",0
"248",57,4,"The contract for the actors rarely satisfy",697.466135025,"Lexical","Experiment 3","Plural","Ungrammatical",1
"248",36,3,"The courier with the message usually run",747.078180313,"Lexical","Experiment 3","Singular","Ungrammatical",1
"248",52,3,"The claim by the judge needlessly provoke",863.837957382,"Lexical","Experiment 3","Singular","Ungrammatical",1
"248",55,2,"The advertisement for the clubs always works",1163.615942,"Lexical","Experiment 3","Plural","Grammatical",1
"248",5,4,"The problem with the schools unfortunately remain",913.989067078,"Lexical","Experiment 3","Plural","Ungrammatical",1
"248",35,2,"The assistant for the labs rarely sleeps",547.26099968,"Lexical","Experiment 3","Plural","Grammatical",0
"248",15,2,"The apartment with the leaks allegedly stinks",2482.15985298,"Lexical","Experiment 3","Plural","Grammatical",1
"248",37,4,"The star of the musicals always sing",2615.67616463,"Lexical","Experiment 3","Plural","Ungrammatical",1
"248",47,2,"The dream about the castles frequently repeats",1348.50215912,"Lexical","Experiment 3","Plural","Grammatical",0
"248",19,2,"The argument about the bills never ends",1147.96900749,"Lexical","Experiment 3","Plural","Grammatical",1
"248",44,3,"The demonstrator at the rally repeatedly yell",1031.01086617,"Lexical","Experiment 3","Singular","Ungrammatical",1
"248",59,2,"The friend of the nurses frequently visits",1013.96989822,"Lexical","Experiment 3","Plural","Grammatical",0
"248",23,2,"The pamphlet from the agencies foolishly plagiarizes",2547.63102531,"Lexical","Experiment 3","Plural","Grammatical",0
"248",30,1,"The memo for the executive suddenly ends",2817.0800209,"Lexical","Experiment 3","Singular","Grammatical",1
"248",13,4,"The door to the offices unfortunately stick",864.431142807,"Lexical","Experiment 3","Plural","Ungrammatical",1
"248",48,3,"The story about the goat always delight",964.391946793,"Lexical","Experiment 3","Singular","Ungrammatical",1
"248",31,2,"The soldier by the tanks impatiently waits",1899.20210838,"Lexical","Experiment 3","Plural","Grammatical",1
"248",20,3,"The map of the creek always confuse",645.60008049,"Lexical","Experiment 3","Singular","Ungrammatical",1
"248",43,2,"The office with the computers still smells",1164.40820694,"Lexical","Experiment 3","Plural","Grammatical",1
"248",18,1,"The paint on the fence often changes",714.693784714,"Lexical","Experiment 3","Singular","Grammatical",0
"248",10,1,"The letter from the lawyer supposedly intimidates",999000,"Lexical","Experiment 3","Singular","Grammatical",0
"248",2,1,"The label on the bottle usually rips",1481.49180412,"Lexical","Experiment 3","Singular","Grammatical",1
"248",8,3,"The neighborhood with the museum always recover",2298.6869812,"Lexical","Experiment 3","Singular","Ungrammatical",1
"248",51,2,"The proposal about the parks supposedly works",1113.18683624,"Lexical","Experiment 3","Plural","Grammatical",1
"248",33,4,"The actor in the films sometimes cry",1448.6978054,"Lexical","Experiment 3","Plural","Ungrammatical",1
"248",25,4,"The leader of the riots frequently resist",1448.68302345,"Lexical","Experiment 3","Plural","Ungrammatical",1
"248",17,4,"The paycheck for the maids always arrive",1898.65517616,"Lexical","Experiment 3","Plural","Ungrammatical",1
"248",34,1,"The input from the consultant always interferes",2381.77514076,"Lexical","Experiment 3","Singular","Grammatical",1
"248",11,2,"The warning from the experts never changes",2181.48517609,"Lexical","Experiment 3","Plural","Grammatical",0
