"","V1","V2","Attractor","Grammaticality","Experiment"
"11057",-4.55,0.000900236594305005,"Mismatch","Ungrammatical","Experiment 3"
"11058",-4.54,0.000916496390410451,"Mismatch","Ungrammatical","Experiment 3"
"11059",-4.53,0.000933050372094053,"Mismatch","Ungrammatical","Experiment 3"
"11060",-4.52,0.000949903024069744,"Mismatch","Ungrammatical","Experiment 3"
"11061",-4.51,0.000967059919547248,"Mismatch","Ungrammatical","Experiment 3"
"11062",-4.5,0.000984527239041821,"Mismatch","Ungrammatical","Experiment 3"
"11063",-4.49,0.00100230956694956,"Mismatch","Ungrammatical","Experiment 3"
"11064",-4.48,0.00102041308641245,"Mismatch","Ungrammatical","Experiment 3"
"11065",-4.47,0.00103884408244784,"Mismatch","Ungrammatical","Experiment 3"
"11066",-4.46,0.00105760740080855,"Mismatch","Ungrammatical","Experiment 3"
"11067",-4.45,0.00107670980474373,"Mismatch","Ungrammatical","Experiment 3"
"11068",-4.44,0.00109615758735088,"Mismatch","Ungrammatical","Experiment 3"
"11069",-4.43,0.00111595604490208,"Mismatch","Ungrammatical","Experiment 3"
"11070",-4.42,0.00113611248092412,"Mismatch","Ungrammatical","Experiment 3"
"11071",-4.41,0.0011566330838199,"Mismatch","Ungrammatical","Experiment 3"
"11072",-4.4,0.00117752382017323,"Mismatch","Ungrammatical","Experiment 3"
"11073",-4.39,0.00119879245752735,"Mismatch","Ungrammatical","Experiment 3"
"11074",-4.38,0.00122044502398823,"Mismatch","Ungrammatical","Experiment 3"
"11075",-4.37,0.00124248833495334,"Mismatch","Ungrammatical","Experiment 3"
"11076",-4.36,0.00126493048277019,"Mismatch","Ungrammatical","Experiment 3"
"11077",-4.35,0.00128777748541455,"Mismatch","Ungrammatical","Experiment 3"
"11078",-4.34,0.00131103699746935,"Mismatch","Ungrammatical","Experiment 3"
"11079",-4.33,0.00133471733684519,"Mismatch","Ungrammatical","Experiment 3"
"11080",-4.32,0.00135882470222383,"Mismatch","Ungrammatical","Experiment 3"
"11081",-4.31,0.00138336755663746,"Mismatch","Ungrammatical","Experiment 3"
"11082",-4.3,0.00140835432973353,"Mismatch","Ungrammatical","Experiment 3"
"11083",-4.29,0.0014337916255617,"Mismatch","Ungrammatical","Experiment 3"
"11084",-4.28,0.00145968867270502,"Mismatch","Ungrammatical","Experiment 3"
"11085",-4.27,0.00148605387856913,"Mismatch","Ungrammatical","Experiment 3"
"11086",-4.26,0.00151289451498047,"Mismatch","Ungrammatical","Experiment 3"
"11087",-4.25,0.00154022051938804,"Mismatch","Ungrammatical","Experiment 3"
"11088",-4.24,0.00156804012053066,"Mismatch","Ungrammatical","Experiment 3"
"11089",-4.23,0.00159636156246422,"Mismatch","Ungrammatical","Experiment 3"
"11090",-4.22,0.00162519535976173,"Mismatch","Ungrammatical","Experiment 3"
"11091",-4.21,0.00165454955955792,"Mismatch","Ungrammatical","Experiment 3"
"11092",-4.2,0.00168443355089493,"Mismatch","Ungrammatical","Experiment 3"
"11093",-4.19,0.00171485825090008,"Mismatch","Ungrammatical","Experiment 3"
"11094",-4.18,0.00174583174875986,"Mismatch","Ungrammatical","Experiment 3"
"11095",-4.17,0.00177736454886069,"Mismatch","Ungrammatical","Experiment 3"
"11096",-4.16,0.00180946783715933,"Mismatch","Ungrammatical","Experiment 3"
"11097",-4.15,0.0018421500104844,"Mismatch","Ungrammatical","Experiment 3"
"11098",-4.14,0.00187542264381261,"Mismatch","Ungrammatical","Experiment 3"
"11099",-4.13,0.00190929703351838,"Mismatch","Ungrammatical","Experiment 3"
"11100",-4.12,0.00194378219612915,"Mismatch","Ungrammatical","Experiment 3"
"11101",-4.11,0.00197889071568729,"Mismatch","Ungrammatical","Experiment 3"
"11102",-4.1,0.00201463381290244,"Mismatch","Ungrammatical","Experiment 3"
"11103",-4.09,0.0020510214878868,"Mismatch","Ungrammatical","Experiment 3"
"11104",-4.08,0.002088067250265,"Mismatch","Ungrammatical","Experiment 3"
"11105",-4.07,0.00212578203708409,"Mismatch","Ungrammatical","Experiment 3"
"11106",-4.06,0.00216417724474029,"Mismatch","Ungrammatical","Experiment 3"
"11107",-4.05,0.00220326709069224,"Mismatch","Ungrammatical","Experiment 3"
"11108",-4.04,0.00224306233344115,"Mismatch","Ungrammatical","Experiment 3"
"11109",-4.03,0.00228357589515072,"Mismatch","Ungrammatical","Experiment 3"
"11110",-4.02,0.00232482249328103,"Mismatch","Ungrammatical","Experiment 3"
"11111",-4.01,0.00236681302010282,"Mismatch","Ungrammatical","Experiment 3"
"11112",-4,0.00240956187901555,"Mismatch","Ungrammatical","Experiment 3"
"11113",-3.99,0.00245308410120356,"Mismatch","Ungrammatical","Experiment 3"
"11114",-3.98,0.00249739108215537,"Mismatch","Ungrammatical","Experiment 3"
"11115",-3.97,0.00254249864161776,"Mismatch","Ungrammatical","Experiment 3"
"11116",-3.96,0.00258842190414868,"Mismatch","Ungrammatical","Experiment 3"
"11117",-3.95,0.00263517320172635,"Mismatch","Ungrammatical","Experiment 3"
"11118",-3.94,0.00268276968243603,"Mismatch","Ungrammatical","Experiment 3"
"11119",-3.93,0.00273122630586827,"Mismatch","Ungrammatical","Experiment 3"
"11120",-3.92,0.00278055684492171,"Mismatch","Ungrammatical","Experiment 3"
"11121",-3.91,0.00283077964178225,"Mismatch","Ungrammatical","Experiment 3"
"11122",-3.9,0.00288190925064167,"Mismatch","Ungrammatical","Experiment 3"
"11123",-3.89,0.00293396140875504,"Mismatch","Ungrammatical","Experiment 3"
"11124",-3.88,0.00298695532718947,"Mismatch","Ungrammatical","Experiment 3"
"11125",-3.87,0.00304090541191096,"Mismatch","Ungrammatical","Experiment 3"
"11126",-3.86,0.00309582943138103,"Mismatch","Ungrammatical","Experiment 3"
"11127",-3.85,0.00315174721194466,"Mismatch","Ungrammatical","Experiment 3"
"11128",-3.84,0.00320867344651982,"Mismatch","Ungrammatical","Experiment 3"
"11129",-3.83,0.00326662786912882,"Mismatch","Ungrammatical","Experiment 3"
"11130",-3.82,0.00332563066183114,"Mismatch","Ungrammatical","Experiment 3"
"11131",-3.81,0.00338569731817801,"Mismatch","Ungrammatical","Experiment 3"
"11132",-3.8,0.00344684944402367,"Mismatch","Ungrammatical","Experiment 3"
"11133",-3.79,0.00350910727078191,"Mismatch","Ungrammatical","Experiment 3"
"11134",-3.78,0.00357248769397409,"Mismatch","Ungrammatical","Experiment 3"
"11135",-3.77,0.0036370140656897,"Mismatch","Ungrammatical","Experiment 3"
"11136",-3.76,0.00370270630818275,"Mismatch","Ungrammatical","Experiment 3"
"11137",-3.75,0.00376958341797005,"Mismatch","Ungrammatical","Experiment 3"
"11138",-3.74,0.00383767026616826,"Mismatch","Ungrammatical","Experiment 3"
"11139",-3.73,0.0039069862460579,"Mismatch","Ungrammatical","Experiment 3"
"11140",-3.72,0.00397755306613464,"Mismatch","Ungrammatical","Experiment 3"
"11141",-3.71,0.0040493966671304,"Mismatch","Ungrammatical","Experiment 3"
"11142",-3.7,0.0041225363705492,"Mismatch","Ungrammatical","Experiment 3"
"11143",-3.69,0.00419699658710771,"Mismatch","Ungrammatical","Experiment 3"
"11144",-3.68,0.00427280400578027,"Mismatch","Ungrammatical","Experiment 3"
"11145",-3.67,0.00434997848234453,"Mismatch","Ungrammatical","Experiment 3"
"11146",-3.66,0.00442854703353627,"Mismatch","Ungrammatical","Experiment 3"
"11147",-3.65,0.00450853673509161,"Mismatch","Ungrammatical","Experiment 3"
"11148",-3.64,0.00458996869096813,"Mismatch","Ungrammatical","Experiment 3"
"11149",-3.63,0.0046728723889854,"Mismatch","Ungrammatical","Experiment 3"
"11150",-3.62,0.00475727486589538,"Mismatch","Ungrammatical","Experiment 3"
"11151",-3.61,0.00484319930811787,"Mismatch","Ungrammatical","Experiment 3"
"11152",-3.6,0.0049306774957039,"Mismatch","Ungrammatical","Experiment 3"
"11153",-3.59,0.00501973592908452,"Mismatch","Ungrammatical","Experiment 3"
"11154",-3.58,0.00511040084552129,"Mismatch","Ungrammatical","Experiment 3"
"11155",-3.57,0.00520270592533646,"Mismatch","Ungrammatical","Experiment 3"
"11156",-3.56,0.00529667704613645,"Mismatch","Ungrammatical","Experiment 3"
"11157",-3.55,0.0053923441230854,"Mismatch","Ungrammatical","Experiment 3"
"11158",-3.54,0.00548974215965293,"Mismatch","Ungrammatical","Experiment 3"
"11159",-3.53,0.00558889711393864,"Mismatch","Ungrammatical","Experiment 3"
"11160",-3.52,0.00568984249343543,"Mismatch","Ungrammatical","Experiment 3"
"11161",-3.51,0.00579261419814021,"Mismatch","Ungrammatical","Experiment 3"
"11162",-3.5,0.00589723911023393,"Mismatch","Ungrammatical","Experiment 3"
"11163",-3.49,0.00600375418927542,"Mismatch","Ungrammatical","Experiment 3"
"11164",-3.48,0.00611219572864146,"Mismatch","Ungrammatical","Experiment 3"
"11165",-3.47,0.006222592526353,"Mismatch","Ungrammatical","Experiment 3"
"11166",-3.46,0.00633498480036079,"Mismatch","Ungrammatical","Experiment 3"
"11167",-3.45,0.00644940864602809,"Mismatch","Ungrammatical","Experiment 3"
"11168",-3.44,0.00656589593427151,"Mismatch","Ungrammatical","Experiment 3"
"11169",-3.43,0.00668448988351188,"Mismatch","Ungrammatical","Experiment 3"
"11170",-3.42,0.00680522571265529,"Mismatch","Ungrammatical","Experiment 3"
"11171",-3.41,0.00692813969542009,"Mismatch","Ungrammatical","Experiment 3"
"11172",-3.4,0.00705327738603086,"Mismatch","Ungrammatical","Experiment 3"
"11173",-3.39,0.00718067336572856,"Mismatch","Ungrammatical","Experiment 3"
"11174",-3.38,0.00731036881908889,"Mismatch","Ungrammatical","Experiment 3"
"11175",-3.37,0.00744241094539193,"Mismatch","Ungrammatical","Experiment 3"
"11176",-3.36,0.00757683467970956,"Mismatch","Ungrammatical","Experiment 3"
"11177",-3.35,0.00771368597870459,"Mismatch","Ungrammatical","Experiment 3"
"11178",-3.34,0.00785301309539153,"Mismatch","Ungrammatical","Experiment 3"
"11179",-3.33,0.00799485249234175,"Mismatch","Ungrammatical","Experiment 3"
"11180",-3.32,0.00813925469471948,"Mismatch","Ungrammatical","Experiment 3"
"11181",-3.31,0.00828626830929763,"Mismatch","Ungrammatical","Experiment 3"
"11182",-3.3,0.00843593270335585,"Mismatch","Ungrammatical","Experiment 3"
"11183",-3.29,0.00858830269333993,"Mismatch","Ungrammatical","Experiment 3"
"11184",-3.28,0.00874342641863892,"Mismatch","Ungrammatical","Experiment 3"
"11185",-3.27,0.0089013477554206,"Mismatch","Ungrammatical","Experiment 3"
"11186",-3.26,0.00906212540623836,"Mismatch","Ungrammatical","Experiment 3"
"11187",-3.25,0.00922580622088438,"Mismatch","Ungrammatical","Experiment 3"
"11188",-3.24,0.00939244030744049,"Mismatch","Ungrammatical","Experiment 3"
"11189",-3.23,0.00956208923449514,"Mismatch","Ungrammatical","Experiment 3"
"11190",-3.22,0.00973479928648619,"Mismatch","Ungrammatical","Experiment 3"
"11191",-3.21,0.00991062711086837,"Mismatch","Ungrammatical","Experiment 3"
"11192",-3.2,0.0100896363071824,"Mismatch","Ungrammatical","Experiment 3"
"11193",-3.19,0.0102718739763482,"Mismatch","Ungrammatical","Experiment 3"
"11194",-3.18,0.010457403100301,"Mismatch","Ungrammatical","Experiment 3"
"11195",-3.17,0.0106462884854555,"Mismatch","Ungrammatical","Experiment 3"
"11196",-3.16,0.0108385796814041,"Mismatch","Ungrammatical","Experiment 3"
"11197",-3.15,0.0110343457102613,"Mismatch","Ungrammatical","Experiment 3"
"11198",-3.14,0.0112336516119923,"Mismatch","Ungrammatical","Experiment 3"
"11199",-3.13,0.0114365512966514,"Mismatch","Ungrammatical","Experiment 3"
"11200",-3.12,0.011643119430743,"Mismatch","Ungrammatical","Experiment 3"
"11201",-3.11,0.0118534201480981,"Mismatch","Ungrammatical","Experiment 3"
"11202",-3.1,0.0120675139426851,"Mismatch","Ungrammatical","Experiment 3"
"11203",-3.09,0.0122854804475522,"Mismatch","Ungrammatical","Experiment 3"
"11204",-3.08,0.0125073820673784,"Mismatch","Ungrammatical","Experiment 3"
"11205",-3.07,0.0127332879485195,"Mismatch","Ungrammatical","Experiment 3"
"11206",-3.06,0.0129632812493764,"Mismatch","Ungrammatical","Experiment 3"
"11207",-3.05,0.013197424020286,"Mismatch","Ungrammatical","Experiment 3"
"11208",-3.04,0.0134357941102747,"Mismatch","Ungrammatical","Experiment 3"
"11209",-3.03,0.0136784771580953,"Mismatch","Ungrammatical","Experiment 3"
"11210",-3.02,0.0139255367846654,"Mismatch","Ungrammatical","Experiment 3"
"11211",-3.01,0.0141770592411408,"Mismatch","Ungrammatical","Experiment 3"
"11212",-3,0.0144331314988521,"Mismatch","Ungrammatical","Experiment 3"
"11213",-2.99,0.0146938210182957,"Mismatch","Ungrammatical","Experiment 3"
"11214",-2.98,0.0149592220289266,"Mismatch","Ungrammatical","Experiment 3"
"11215",-2.97,0.0152294214818816,"Mismatch","Ungrammatical","Experiment 3"
"11216",-2.96,0.0155044933303576,"Mismatch","Ungrammatical","Experiment 3"
"11217",-2.95,0.015784539218447,"Mismatch","Ungrammatical","Experiment 3"
"11218",-2.94,0.0160696444958901,"Mismatch","Ungrammatical","Experiment 3"
"11219",-2.93,0.0163598926897437,"Mismatch","Ungrammatical","Experiment 3"
"11220",-2.92,0.0166553916932266,"Mismatch","Ungrammatical","Experiment 3"
"11221",-2.91,0.0169562247507527,"Mismatch","Ungrammatical","Experiment 3"
"11222",-2.9,0.0172624871891874,"Mismatch","Ungrammatical","Experiment 3"
"11223",-2.89,0.0175742912579574,"Mismatch","Ungrammatical","Experiment 3"
"11224",-2.88,0.017891720289245,"Mismatch","Ungrammatical","Experiment 3"
"11225",-2.87,0.0182148811853158,"Mismatch","Ungrammatical","Experiment 3"
"11226",-2.86,0.0185438891850063,"Mismatch","Ungrammatical","Experiment 3"
"11227",-2.85,0.0188788303887082,"Mismatch","Ungrammatical","Experiment 3"
"11228",-2.84,0.0192198228359449,"Mismatch","Ungrammatical","Experiment 3"
"11229",-2.83,0.0195669831572929,"Mismatch","Ungrammatical","Experiment 3"
"11230",-2.82,0.0199204033748137,"Mismatch","Ungrammatical","Experiment 3"
"11231",-2.81,0.020280212057231,"Mismatch","Ungrammatical","Experiment 3"
"11232",-2.8,0.0206465253475699,"Mismatch","Ungrammatical","Experiment 3"
"11233",-2.79,0.0210194448709587,"Mismatch","Ungrammatical","Experiment 3"
"11234",-2.78,0.0213991089227149,"Mismatch","Ungrammatical","Experiment 3"
"11235",-2.77,0.0217856309712138,"Mismatch","Ungrammatical","Experiment 3"
"11236",-2.76,0.0221791265082929,"Mismatch","Ungrammatical","Experiment 3"
"11237",-2.75,0.0225797415495003,"Mismatch","Ungrammatical","Experiment 3"
"11238",-2.74,0.0229875873171126,"Mismatch","Ungrammatical","Experiment 3"
"11239",-2.73,0.0234027951229612,"Mismatch","Ungrammatical","Experiment 3"
"11240",-2.72,0.0238255164033814,"Mismatch","Ungrammatical","Experiment 3"
"11241",-2.71,0.0242558632843588,"Mismatch","Ungrammatical","Experiment 3"
"11242",-2.7,0.0246939824688712,"Mismatch","Ungrammatical","Experiment 3"
"11243",-2.69,0.0251400289383259,"Mismatch","Ungrammatical","Experiment 3"
"11244",-2.68,0.0255941194542762,"Mismatch","Ungrammatical","Experiment 3"
"11245",-2.67,0.0260564154761593,"Mismatch","Ungrammatical","Experiment 3"
"11246",-2.66,0.0265270733078988,"Mismatch","Ungrammatical","Experiment 3"
"11247",-2.65,0.0270062187292855,"Mismatch","Ungrammatical","Experiment 3"
"11248",-2.64,0.0274940270875697,"Mismatch","Ungrammatical","Experiment 3"
"11249",-2.63,0.0279906533995457,"Mismatch","Ungrammatical","Experiment 3"
"11250",-2.62,0.0284962375722776,"Mismatch","Ungrammatical","Experiment 3"
"11251",-2.61,0.0290109676157419,"Mismatch","Ungrammatical","Experiment 3"
"11252",-2.6,0.0295349944930378,"Mismatch","Ungrammatical","Experiment 3"
"11253",-2.59,0.0300684778825399,"Mismatch","Ungrammatical","Experiment 3"
"11254",-2.58,0.0306116152844689,"Mismatch","Ungrammatical","Experiment 3"
"11255",-2.57,0.0311645555808286,"Mismatch","Ungrammatical","Experiment 3"
"11256",-2.56,0.0317274795468978,"Mismatch","Ungrammatical","Experiment 3"
"11257",-2.55,0.0323005914182881,"Mismatch","Ungrammatical","Experiment 3"
"11258",-2.54,0.032884042390873,"Mismatch","Ungrammatical","Experiment 3"
"11259",-2.53,0.0334780337076358,"Mismatch","Ungrammatical","Experiment 3"
"11260",-2.52,0.034082773726915,"Mismatch","Ungrammatical","Experiment 3"
"11261",-2.51,0.0346984211555688,"Mismatch","Ungrammatical","Experiment 3"
"11262",-2.5,0.0353251967919843,"Mismatch","Ungrammatical","Experiment 3"
"11263",-2.49,0.0359633100273879,"Mismatch","Ungrammatical","Experiment 3"
"11264",-2.48,0.0366129331739505,"Mismatch","Ungrammatical","Experiment 3"
"11265",-2.47,0.0372743053515679,"Mismatch","Ungrammatical","Experiment 3"
"11266",-2.46,0.0379476333617248,"Mismatch","Ungrammatical","Experiment 3"
"11267",-2.45,0.0386331102181572,"Mismatch","Ungrammatical","Experiment 3"
"11268",-2.44,0.0393309913490285,"Mismatch","Ungrammatical","Experiment 3"
"11269",-2.43,0.04004147799512,"Mismatch","Ungrammatical","Experiment 3"
"11270",-2.42,0.0407647908395818,"Mismatch","Ungrammatical","Experiment 3"
"11271",-2.41,0.0415011970367697,"Mismatch","Ungrammatical","Experiment 3"
"11272",-2.4,0.0422508963533128,"Mismatch","Ungrammatical","Experiment 3"
"11273",-2.39,0.043014137635078,"Mismatch","Ungrammatical","Experiment 3"
"11274",-2.38,0.0437911963617863,"Mismatch","Ungrammatical","Experiment 3"
"11275",-2.37,0.0445822769631652,"Mismatch","Ungrammatical","Experiment 3"
"11276",-2.36,0.0453876555392573,"Mismatch","Ungrammatical","Experiment 3"
"11277",-2.35,0.0462076122605638,"Mismatch","Ungrammatical","Experiment 3"
"11278",-2.34,0.0470423634666714,"Mismatch","Ungrammatical","Experiment 3"
"11279",-2.33,0.047892211215381,"Mismatch","Ungrammatical","Experiment 3"
"11280",-2.32,0.0487574360754325,"Mismatch","Ungrammatical","Experiment 3"
"11281",-2.31,0.0496382747857109,"Mismatch","Ungrammatical","Experiment 3"
"11282",-2.3,0.0505350536247951,"Mismatch","Ungrammatical","Experiment 3"
"11283",-2.29,0.051448048531304,"Mismatch","Ungrammatical","Experiment 3"
"11284",-2.28,0.0523775265230425,"Mismatch","Ungrammatical","Experiment 3"
"11285",-2.27,0.0533238346709979,"Mismatch","Ungrammatical","Experiment 3"
"11286",-2.26,0.0542872420105697,"Mismatch","Ungrammatical","Experiment 3"
"11287",-2.25,0.055268053694514,"Mismatch","Ungrammatical","Experiment 3"
"11288",-2.24,0.0562666314489687,"Mismatch","Ungrammatical","Experiment 3"
"11289",-2.23,0.0572832442282551,"Mismatch","Ungrammatical","Experiment 3"
"11290",-2.22,0.0583182348984951,"Mismatch","Ungrammatical","Experiment 3"
"11291",-2.21,0.0593719754745399,"Mismatch","Ungrammatical","Experiment 3"
"11292",-2.2,0.0604447434217514,"Mismatch","Ungrammatical","Experiment 3"
"11293",-2.19,0.0615369180414322,"Mismatch","Ungrammatical","Experiment 3"
"11294",-2.18,0.0626488765900828,"Mismatch","Ungrammatical","Experiment 3"
"11295",-2.17,0.0637809151837615,"Mismatch","Ungrammatical","Experiment 3"
"11296",-2.16,0.064933447753541,"Mismatch","Ungrammatical","Experiment 3"
"11297",-2.15,0.066106850838299,"Mismatch","Ungrammatical","Experiment 3"
"11298",-2.14,0.0673014510839234,"Mismatch","Ungrammatical","Experiment 3"
"11299",-2.13,0.0685176946464442,"Mismatch","Ungrammatical","Experiment 3"
"11300",-2.12,0.0697559503634687,"Mismatch","Ungrammatical","Experiment 3"
"11301",-2.11,0.0710165892444271,"Mismatch","Ungrammatical","Experiment 3"
"11302",-2.1,0.0723000837850179,"Mismatch","Ungrammatical","Experiment 3"
"11303",-2.09,0.0736067953891867,"Mismatch","Ungrammatical","Experiment 3"
"11304",-2.08,0.0749371470584034,"Mismatch","Ungrammatical","Experiment 3"
"11305",-2.07,0.0762916300447374,"Mismatch","Ungrammatical","Experiment 3"
"11306",-2.06,0.0776706084792717,"Mismatch","Ungrammatical","Experiment 3"
"11307",-2.05,0.0790745562676906,"Mismatch","Ungrammatical","Experiment 3"
"11308",-2.04,0.080503977559522,"Mismatch","Ungrammatical","Experiment 3"
"11309",-2.03,0.0819592513197052,"Mismatch","Ungrammatical","Experiment 3"
"11310",-2.02,0.0834409006496306,"Mismatch","Ungrammatical","Experiment 3"
"11311",-2.01,0.0849494356070606,"Mismatch","Ungrammatical","Experiment 3"
"11312",-2,0.086485264296516,"Mismatch","Ungrammatical","Experiment 3"
"11313",-1.99,0.088048956601862,"Mismatch","Ungrammatical","Experiment 3"
"11314",-1.98,0.0896410202186422,"Mismatch","Ungrammatical","Experiment 3"
"11315",-1.97,0.0912619091886465,"Mismatch","Ungrammatical","Experiment 3"
"11316",-1.96,0.0929122367927761,"Mismatch","Ungrammatical","Experiment 3"
"11317",-1.95,0.0945924991457031,"Mismatch","Ungrammatical","Experiment 3"
"11318",-1.94,0.0963032153473944,"Mismatch","Ungrammatical","Experiment 3"
"11319",-1.93,0.0980450325462489,"Mismatch","Ungrammatical","Experiment 3"
"11320",-1.92,0.0998184405936201,"Mismatch","Ungrammatical","Experiment 3"
"11321",-1.91,0.101624029796628,"Mismatch","Ungrammatical","Experiment 3"
"11322",-1.9,0.103462472309327,"Mismatch","Ungrammatical","Experiment 3"
"11323",-1.89,0.105334266204887,"Mismatch","Ungrammatical","Experiment 3"
"11324",-1.88,0.107240071762516,"Mismatch","Ungrammatical","Experiment 3"
"11325",-1.87,0.109180578110411,"Mismatch","Ungrammatical","Experiment 3"
"11326",-1.86,0.111156308857385,"Mismatch","Ungrammatical","Experiment 3"
"11327",-1.85,0.113167992230081,"Mismatch","Ungrammatical","Experiment 3"
"11328",-1.84,0.115216324689517,"Mismatch","Ungrammatical","Experiment 3"
"11329",-1.83,0.117301875942616,"Mismatch","Ungrammatical","Experiment 3"
"11330",-1.82,0.119425439228924,"Mismatch","Ungrammatical","Experiment 3"
"11331",-1.81,0.121587706846781,"Mismatch","Ungrammatical","Experiment 3"
"11332",-1.8,0.123789318906011,"Mismatch","Ungrammatical","Experiment 3"
"11333",-1.79,0.126031128637413,"Mismatch","Ungrammatical","Experiment 3"
"11334",-1.78,0.128313813647393,"Mismatch","Ungrammatical","Experiment 3"
"11335",-1.77,0.130638109969314,"Mismatch","Ungrammatical","Experiment 3"
"11336",-1.76,0.133004917016799,"Mismatch","Ungrammatical","Experiment 3"
"11337",-1.75,0.13541491050694,"Mismatch","Ungrammatical","Experiment 3"
"11338",-1.74,0.137868927116005,"Mismatch","Ungrammatical","Experiment 3"
"11339",-1.73,0.140367902068584,"Mismatch","Ungrammatical","Experiment 3"
"11340",-1.72,0.142912530358428,"Mismatch","Ungrammatical","Experiment 3"
"11341",-1.71,0.145503748606588,"Mismatch","Ungrammatical","Experiment 3"
"11342",-1.7,0.148142516984664,"Mismatch","Ungrammatical","Experiment 3"
"11343",-1.69,0.150829575304989,"Mismatch","Ungrammatical","Experiment 3"
"11344",-1.68,0.153565958501901,"Mismatch","Ungrammatical","Experiment 3"
"11345",-1.67,0.156352638422474,"Mismatch","Ungrammatical","Experiment 3"
"11346",-1.66,0.159190430389548,"Mismatch","Ungrammatical","Experiment 3"
"11347",-1.65,0.162080464907356,"Mismatch","Ungrammatical","Experiment 3"
"11348",-1.64,0.165023709358986,"Mismatch","Ungrammatical","Experiment 3"
"11349",-1.63,0.168021091359921,"Mismatch","Ungrammatical","Experiment 3"
"11350",-1.62,0.171073829446022,"Mismatch","Ungrammatical","Experiment 3"
"11351",-1.61,0.174182877329128,"Mismatch","Ungrammatical","Experiment 3"
"11352",-1.6,0.177349308563802,"Mismatch","Ungrammatical","Experiment 3"
"11353",-1.59,0.18057441155548,"Mismatch","Ungrammatical","Experiment 3"
"11354",-1.58,0.183859150347376,"Mismatch","Ungrammatical","Experiment 3"
"11355",-1.57,0.18720474935112,"Mismatch","Ungrammatical","Experiment 3"
"11356",-1.56,0.190612554670775,"Mismatch","Ungrammatical","Experiment 3"
"11357",-1.55,0.19408357302526,"Mismatch","Ungrammatical","Experiment 3"
"11358",-1.54,0.197619181551628,"Mismatch","Ungrammatical","Experiment 3"
"11359",-1.53,0.201220769352746,"Mismatch","Ungrammatical","Experiment 3"
"11360",-1.52,0.20488942551788,"Mismatch","Ungrammatical","Experiment 3"
"11361",-1.51,0.208626680664835,"Mismatch","Ungrammatical","Experiment 3"
"11362",-1.5,0.212433948107517,"Mismatch","Ungrammatical","Experiment 3"
"11363",-1.49,0.216312447862779,"Mismatch","Ungrammatical","Experiment 3"
"11364",-1.48,0.220263863232749,"Mismatch","Ungrammatical","Experiment 3"
"11365",-1.47,0.224289607841657,"Mismatch","Ungrammatical","Experiment 3"
"11366",-1.46,0.228391091855173,"Mismatch","Ungrammatical","Experiment 3"
"11367",-1.45,0.232570138863378,"Mismatch","Ungrammatical","Experiment 3"
"11368",-1.44,0.236828160755955,"Mismatch","Ungrammatical","Experiment 3"
"11369",-1.43,0.241166801574536,"Mismatch","Ungrammatical","Experiment 3"
"11370",-1.42,0.245588002294772,"Mismatch","Ungrammatical","Experiment 3"
"11371",-1.41,0.250093213575184,"Mismatch","Ungrammatical","Experiment 3"
"11372",-1.4,0.254684321618649,"Mismatch","Ungrammatical","Experiment 3"
"11373",-1.39,0.259363367648243,"Mismatch","Ungrammatical","Experiment 3"
"11374",-1.38,0.264131891920284,"Mismatch","Ungrammatical","Experiment 3"
"11375",-1.37,0.268992028337076,"Mismatch","Ungrammatical","Experiment 3"
"11376",-1.36,0.273945893939128,"Mismatch","Ungrammatical","Experiment 3"
"11377",-1.35,0.278995181177038,"Mismatch","Ungrammatical","Experiment 3"
"11378",-1.34,0.284142272802882,"Mismatch","Ungrammatical","Experiment 3"
"11379",-1.33,0.289389327595716,"Mismatch","Ungrammatical","Experiment 3"
"11380",-1.32,0.294738265922484,"Mismatch","Ungrammatical","Experiment 3"
"11381",-1.31,0.300191712855108,"Mismatch","Ungrammatical","Experiment 3"
"11382",-1.3,0.305751823593708,"Mismatch","Ungrammatical","Experiment 3"
"11383",-1.29,0.311420834456149,"Mismatch","Ungrammatical","Experiment 3"
"11384",-1.28,0.317201572694212,"Mismatch","Ungrammatical","Experiment 3"
"11385",-1.27,0.323096196109872,"Mismatch","Ungrammatical","Experiment 3"
"11386",-1.26,0.329107289391433,"Mismatch","Ungrammatical","Experiment 3"
"11387",-1.25,0.335237826653382,"Mismatch","Ungrammatical","Experiment 3"
"11388",-1.24,0.341490014154569,"Mismatch","Ungrammatical","Experiment 3"
"11389",-1.23,0.347866763286169,"Mismatch","Ungrammatical","Experiment 3"
"11390",-1.22,0.354371124528558,"Mismatch","Ungrammatical","Experiment 3"
"11391",-1.21,0.361005399437447,"Mismatch","Ungrammatical","Experiment 3"
"11392",-1.2,0.36777276948495,"Mismatch","Ungrammatical","Experiment 3"
"11393",-1.19,0.374676255215868,"Mismatch","Ungrammatical","Experiment 3"
"11394",-1.18,0.381718288165249,"Mismatch","Ungrammatical","Experiment 3"
"11395",-1.17,0.388902205143885,"Mismatch","Ungrammatical","Experiment 3"
"11396",-1.16,0.396230844550418,"Mismatch","Ungrammatical","Experiment 3"
"11397",-1.15,0.403706760638161,"Mismatch","Ungrammatical","Experiment 3"
"11398",-1.14,0.411333233188899,"Mismatch","Ungrammatical","Experiment 3"
"11399",-1.13,0.419112720549411,"Mismatch","Ungrammatical","Experiment 3"
